           km_, km_check_num,   km_namen, km_rank_under, km_rank_top,    km_link, 
3179 :          @,          0,       2534,          0,        999,         -1, 
3180 : summons_cyclops_EV1265_001_BTL,          7,       2156,          0,         67,         -1, 
3181 :          @,          0,       2157,         67,        999,         -1, 
3182 :          @,          0,       2158,         72,        999,         -1, 
3183 :          @,          0,       2150,          0,        999,         -1, 
3184 :          @,          0,       2154,          0,        999,         -1, 
3185 :          @,          0,       2497,          0,        999,         -1, 
3186 :          @,          0,       2503,          0,        999,         -1, 
3187 : summons_cyclops_DLC,          7,       2156,        999,        999,         -1, 
3188 :          @,          0,       2157,        999,        999,         -1, 
3189 :          @,          0,       2158,          0,        999,         -1, 
3190 :          @,          0,       2151,          0,        999,         -1, 
3191 :          @,          0,       2155,          0,        999,         -1, 
3192 :          @,          0,       2497,          0,        999,         -1, 
3193 :          @,          0,       2503,          0,        999,         -1, 
3194 : summons_namul_niram_EV0610_001_BTL,         14,       2168,          0,         36,         -1, 
3195 :          @,          0,       2169,         36,        999,         -1, 
3196 :          @,          0,       2170,        999,        999,         -1, 
3197 :          @,          0,       2171,        999,        999,         -1, 
3198 :          @,          0,       2172,        999,        999,         -1, 
3199 :          @,          0,       2173,        999,        999,         -1, 
3200 :          @,          0,       1662,          0,        999,         -1, 
3201 :          @,          0,       1728,        999,        999,         -1, 
3202 :          @,          0,       1698,          0,         31,         -1, 
3203 :          @,          0,       1699,         31,         36,         -1, 
3204 :          @,          0,       1700,         36,        999,         -1, 
3205 :          @,          0,       2486,        999,        999,         -1, 
3206 :          @,          0,       2487,        999,        999,         -1, 
3207 :          @,          0,       2488,        999,        999,         -1, 
3208 : summons_namul_niram_QE0390_001_BTL,         18,       2168,        999,        999,         -1, 
3209 :          @,          0,       2169,        999,        999,         -1, 
3210 :          @,          0,       2170,          0,        999,         -1, 
3211 :          @,          0,       2171,          0,         53,         -1, 
3212 :          @,          0,       2172,         53,        999,         -1, 
3213 :          @,          0,       2173,        999,        999,         -1, 
3214 :          @,          0,       1673,          0,         53,         -1, 
3215 :          @,          0,       1674,         53,        999,         -1, 
3216 :          @,          0,       1710,          0,         53,         -1, 
3217 :          @,          0,       1711,         53,        999,         -1, 
3218 :          @,          0,       1738,          0,         53,         -1, 
3219 :          @,          0,       1739,         53,        999,         -1, 
3220 :          @,          0,       2486,        999,        999,         -1, 
3221 :          @,          0,       2487,        999,        999,         -1, 
3222 :          @,          0,       2488,          0,        999,         -1, 
3223 :          @,          0,       2501,          0,         47,         -1, 
3224 :          @,          0,       2502,         47,         58,         -1, 
3225 :          @,          0,       2503,         58,        999,         -1, 
3226 : summons_namul_niram_EV1490_001_BTL,         14,       2168,        999,        999,         -1, 
3227 :          @,          0,       2169,        999,        999,         -1, 
3228 :          @,          0,       2170,          0,        999,         -1, 
3229 :          @,          0,       2171,        999,        999,         -1, 
3230 :          @,          0,       2172,        999,        999,         -1, 
3231 :          @,          0,       2173,          0,        999,         -1, 
3232 :          @,          0,       1691,          0,        119,         -1, 
3233 :          @,          0,       1692,        119,        999,         -1, 
3234 :          @,          0,       1726,          0,        119,         -1, 
3235 :          @,          0,       1727,        119,        999,         -1, 
3236 :          @,          0,       1761,          0,        119,         -1, 
3237 :          @,          0,       1762,        119,        999,         -1, 
3238 :          @,          0,       2488,          0,        999,         -1, 
3239 :          @,          0,       2503,          0,        999,         -1, 
3240 : summons_lob_omen_EV0870_001_BTL,         16,       2162,          0,         47,         -1, 
3241 :          @,          0,       2163,         47,         52,         -1, 
3242 :          @,          0,       2164,         52,        999,         -1, 
3243 :          @,          0,       1705,          0,         47,         -1, 
3244 :          @,          0,       1706,         47,         52,         -1, 
3245 :          @,          0,       1707,         52,        999,         -1, 
3246 :          @,          0,       1710,          0,         47,         -1, 
3247 :          @,          0,       1711,         47,         52,         -1, 
3248 :          @,          0,       1712,         52,        999,         -1, 
3249 :          @,          0,       1715,          0,         47,         -1, 
3250 :          @,          0,       1716,         47,         52,         -1, 
3251 :          @,          0,       1717,         52,        999,         -1, 
3252 :          @,          0,       1718,          0,         47,         -1, 
3253 :          @,          0,       1719,         47,        999,         -1, 
3254 :          @,          0,       2501,          0,         47,         -1, 
3255 :          @,          0,       2502,         47,        999,         -1, 
3256 : summons_lob_omen_QE0400_001_BTL,         13,       2159,          0,         82,         -1, 
3257 :          @,          0,       2160,         82,         95,         -1, 
3258 :          @,          0,       2161,         95,        999,         -1, 
3259 :          @,          0,       2165,          0,         82,         -1, 
3260 :          @,          0,       2166,         82,         95,         -1, 
3261 :          @,          0,       2167,         95,        999,         -1, 
3262 :          @,          0,       1720,          0,         82,         -1, 
3263 :          @,          0,       1721,         82,         95,         -1, 
3264 :          @,          0,       1722,         95,        999,         -1, 
3265 :          @,          0,       1725,          0,         82,         -1, 
3266 :          @,          0,       1726,         82,         95,         -1, 
3267 :          @,          0,       1727,         95,        999,         -1, 
3268 :          @,          0,       2503,          0,        999,         -1, 
3269 : summons_lob_omen_DRC,         13,       2159,        999,        999,         -1, 
3270 :          @,          0,       2160,        999,        999,         -1, 
3271 :          @,          0,       2161,        999,        999,         -1, 
3272 :          @,          0,       2165,        999,        999,         -1, 
3273 :          @,          0,       2166,        999,        999,         -1, 
3274 :          @,          0,       2167,        999,        999,         -1, 
3275 :          @,          0,       1720,          0,         82,         -1, 
3276 :          @,          0,       1721,         82,         95,         -1, 
3277 :          @,          0,       1722,         95,        999,         -1, 
3278 :          @,          0,       1725,          0,         82,         -1, 
3279 :          @,          0,       1726,         82,         95,         -1, 
3280 :          @,          0,       1727,         95,        999,         -1, 
3281 :          @,          0,       2503,          0,        999,         -1, 
3282 : summons_cyclops_EV1490_001_BTL,         11,       2159,        999,        999,         -1, 
3283 :          @,          0,       2160,        999,        999,         -1, 
3284 :          @,          0,       2161,        999,        999,         -1, 
3285 :          @,          0,       2165,        999,        999,         -1, 
3286 :          @,          0,       2166,        999,        999,         -1, 
3287 :          @,          0,       2167,        999,        999,         -1, 
3288 :          @,          0,       1721,          0,        119,         -1, 
3289 :          @,          0,       1722,        119,        999,         -1, 
3290 :          @,          0,       1726,          0,        119,         -1, 
3291 :          @,          0,       1727,        119,        999,         -1, 
3292 :          @,          0,       2503,          0,        999,         -1, 
3293 : magic_square_mons_agni_EV0330_001_BTL,         12,       2696,          0,         14,         -1, 
3294 :          @,          0,       2697,         14,        999,         -1, 
3295 :          @,          0,       2698,        999,        999,         -1, 
3296 :          @,          0,       2699,          0,         14,         -1, 
3297 :          @,          0,       2700,         14,        999,         -1, 
3298 :          @,          0,       2701,        999,        999,         -1, 
3299 :          @,          0,       2702,          0,         14,         -1, 
3300 :          @,          0,       2703,         14,        999,         -1, 
3301 :          @,          0,       2704,        999,        999,         -1, 
3302 :          @,          0,       1663,          0,        999,         -1, 
3303 :          @,          0,       1694,          0,        999,         -1, 
3304 :          @,          0,       2537,          0,        999,         -1, 
3305 : magic_square_mons_agni_DLC,         12,       2696,        999,        999,         -1, 
3306 :          @,          0,       2697,        999,        999,         -1, 
3307 :          @,          0,       2698,          0,        999,         -1, 
3308 :          @,          0,       2699,        999,        999,         -1, 
3309 :          @,          0,       2700,        999,        999,         -1, 
3310 :          @,          0,       2701,          0,        999,         -1, 
3311 :          @,          0,       2702,        999,        999,         -1, 
3312 :          @,          0,       2703,        999,        999,         -1, 
3313 :          @,          0,       2704,          0,        999,         -1, 
3314 :          @,          0,       1692,          0,        999,         -1, 
3315 :          @,          0,       1727,          0,        999,         -1, 
3316 :          @,          0,       2539,          0,        999,         -1, 
3317 : magic_square_mons_artman_EV1450_001_BTL,         17,       2705,          0,         81,         -1, 
3318 :          @,          0,       2706,         81,        999,         -1, 
3319 :          @,          0,       2707,        999,        999,         -1, 
3320 :          @,          0,       2708,          0,         81,         -1, 
3321 :          @,          0,       2709,         81,        999,         -1, 
3322 :          @,          0,       2710,        999,        999,         -1, 
3323 :          @,          0,       2711,          0,         81,         -1, 
3324 :          @,          0,       2712,         81,        999,         -1, 
3325 :          @,          0,       2713,        999,        999,         -1, 
3326 :          @,          0,       1720,          0,         81,         -1, 
3327 :          @,          0,       1721,         81,         86,         -1, 
3328 :          @,          0,       1722,         86,        999,         -1, 
3329 :          @,          0,       1758,          0,         81,         -1, 
3330 :          @,          0,       1759,         81,         86,         -1, 
3331 :          @,          0,       1760,         86,        999,         -1, 
3332 :          @,          0,       2498,          0,        999,         -1, 
3333 :          @,          0,       2543,          0,        999,         -1, 
3334 : magic_square_mons_artman_DLC,         13,       2705,        999,        999,         -1, 
3335 :          @,          0,       2706,        999,        999,         -1, 
3336 :          @,          0,       2707,          0,        999,         -1, 
3337 :          @,          0,       2708,        999,        999,         -1, 
3338 :          @,          0,       2709,        999,        999,         -1, 
3339 :          @,          0,       2710,          0,        999,         -1, 
3340 :          @,          0,       2711,        999,        999,         -1, 
3341 :          @,          0,       2712,        999,        999,         -1, 
3342 :          @,          0,       2713,          0,        999,         -1, 
3343 :          @,          0,       1722,          0,        999,         -1, 
3344 :          @,          0,       1760,          0,        999,         -1, 
3345 :          @,          0,       2499,          0,        999,         -1, 
3346 :          @,          0,       2544,          0,        999,         -1, 
3347 : magic_square_mons_blaffman_QE0150_004_BTL,         17,       2714,          0,         90,         -1, 
3348 :          @,          0,       2715,         90,        999,         -1, 
3349 :          @,          0,       2716,        999,        999,         -1, 
3350 :          @,          0,       2717,          0,         90,         -1, 
3351 :          @,          0,       2718,         90,        999,         -1, 
3352 :          @,          0,       2719,        999,        999,         -1, 
3353 :          @,          0,       2720,          0,         90,         -1, 
3354 :          @,          0,       2721,         90,        999,         -1, 
3355 :          @,          0,       2722,        999,        999,         -1, 
3356 :          @,          0,       1726,          0,         90,         -1, 
3357 :          @,          0,       1727,         90,        999,         -1, 
3358 :          @,          0,       1753,          0,         90,         -1, 
3359 :          @,          0,       1754,         90,        999,         -1, 
3360 :          @,          0,       1752,          0,        999,         -1, 
3361 :          @,          0,       1747,          0,        999,         -1, 
3362 :          @,          0,       2500,          0,        999,         -1, 
3363 :          @,          0,       2543,          0,        999,         -1, 
3364 : magic_square_mons_blaffman_DLC,         15,       2714,        999,        999,         -1, 
3365 :          @,          0,       2715,        999,        999,         -1, 
3366 :          @,          0,       2716,          0,        999,         -1, 
3367 :          @,          0,       2717,        999,        999,         -1, 
3368 :          @,          0,       2718,        999,        999,         -1, 
3369 :          @,          0,       2719,          0,        999,         -1, 
3370 :          @,          0,       2720,        999,        999,         -1, 
3371 :          @,          0,       2721,        999,        999,         -1, 
3372 :          @,          0,       2722,          0,        999,         -1, 
3373 :          @,          0,       1727,          0,        999,         -1, 
3374 :          @,          0,       1757,          0,        999,         -1, 
3375 :          @,          0,       1752,          0,        999,         -1, 
3376 :          @,          0,       1747,          0,        999,         -1, 
3377 :          @,          0,       2500,          0,        999,         -1, 
3378 :          @,          0,       2544,          0,        999,         -1, 
3379 : magic_square_mons_blaffman_DLC2,         15,       2714,        999,        999,         -1, 
3380 :          @,          0,       2715,        999,        999,         -1, 
3381 :          @,          0,       2716,          0,        999,         -1, 
3382 :          @,          0,       2717,        999,        999,         -1, 
3383 :          @,          0,       2718,        999,        999,         -1, 
3384 :          @,          0,       2719,          0,        999,         -1, 
3385 :          @,          0,       2720,        999,        999,         -1, 
3386 :          @,          0,       2721,        999,        999,         -1, 
3387 :          @,          0,       2722,          0,        999,         -1, 
3388 :          @,          0,       1727,          0,        999,         -1, 
3389 :          @,          0,       1757,          0,        999,         -1, 
3390 :          @,          0,       1752,          0,        999,         -1, 
3391 :          @,          0,       1747,          0,        999,         -1, 
3392 :          @,          0,       2500,          0,        999,         -1, 
3393 :          @,          0,       2545,          0,        999,         -1, 
3394 : magic_square_mons_hellgate_EV0830_001_BTL,         13,       2685,          0,         45,         -1, 
3395 :          @,          0,       2686,         45,        999,         -1, 
3396 :          @,          0,       2687,        999,        999,         -1, 
3397 :          @,          0,       2688,          0,         45,         -1, 
3398 :          @,          0,       2689,         45,        999,         -1, 
3399 :          @,          0,       2690,        999,        999,         -1, 
3400 :          @,          0,       2691,          0,         45,         -1, 
3401 :          @,          0,       2692,         45,        999,         -1, 
3402 :          @,          0,       2693,        999,        999,         -1, 
3403 :          @,          0,       1688,          0,         45,         -1, 
3404 :          @,          0,       1689,         45,         50,         -1, 
3405 :          @,          0,       1690,         50,        999,         -1, 
3406 :          @,          0,       2538,          0,        999,         -1, 
3407 : magic_square_mons_hellgate_DLC,         12,       2685,        999,        999,         -1, 
3408 :          @,          0,       2686,        999,        999,         -1, 
3409 :          @,          0,       2687,          0,        999,         -1, 
3410 :          @,          0,       2688,        999,        999,         -1, 
3411 :          @,          0,       2689,        999,        999,         -1, 
3412 :          @,          0,       2690,          0,        999,         -1, 
3413 :          @,          0,       2691,        999,        999,         -1, 
3414 :          @,          0,       2692,        999,        999,         -1, 
3415 :          @,          0,       2693,          0,        999,         -1, 
3416 :          @,          0,       1692,          0,        999,         -1, 
3417 :          @,          0,       2539,          0,        999,         -1, 
3418 :          @,          0,       2548,          0,        999,         -1, 
3419 : uniq_mons_jager_EV0310_001_BTL,         12,       2625,          0,        999,         -1, 
3420 :          @,          0,       2626,        999,        999,         -1, 
3421 :          @,          0,       2627,        999,        999,         -1, 
3422 :          @,          0,       1163,        999,        999,         -1, 
3423 :          @,          0,       1164,        999,        999,         -1, 
3424 :          @,          0,       1165,        999,        999,         -1, 
3425 :          @,          0,       1166,        999,        999,         -1, 
3426 :          @,          0,       1167,        999,        999,         -1, 
3427 :          @,          0,       2495,          0,         25,         -1, 
3428 :          @,          0,       2496,         25,         39,         -1, 
3429 :          @,          0,       2497,         39,        999,         -1, 
3430 :          @,          0,         -1,         -1,         -1,        355, 
3431 : uniq_mons_jager_EV0870_001_BTL,         12,       2625,        999,        999,         -1, 
3432 :          @,          0,       2626,          0,         47,         -1, 
3433 :          @,          0,       2627,         47,        999,         -1, 
3434 :          @,          0,       1260,        999,        999,         -1, 
3435 :          @,          0,       1275,        999,        999,         -1, 
3436 :          @,          0,       1280,        999,        999,         -1, 
3437 :          @,          0,       1210,        999,        999,         -1, 
3438 :          @,          0,       1225,        999,        999,         -1, 
3439 :          @,          0,       1230,        999,        999,         -1, 
3440 :          @,          0,       2490,          0,        999,         -1, 
3441 :          @,          0,       2541,          0,        999,         -1, 
3442 :          @,          0,         -1,         -1,         -1,        355, 
3443 : uniq_mons_roeas_EV0720_001_BTL,         12,       2605,          0,         41,         -1, 
3444 :          @,          0,       2606,         41,        999,         -1, 
3445 :          @,          0,       2607,        999,        999,         -1, 
3446 :          @,          0,       2609,        999,        999,         -1, 
3447 :          @,          0,       2610,        999,        999,         -1, 
3448 :          @,          0,       2611,        999,        999,         -1, 
3449 :          @,          0,       2563,        999,        999,         -1, 
3450 :          @,          0,       2564,        999,        999,         -1, 
3451 :          @,          0,       2565,        999,        999,         -1, 
3452 :          @,          0,        918,        999,        999,         -1, 
3453 :          @,          0,        919,        999,        999,         -1, 
3454 :          @,          0,       2552,          0,        999,         -1, 
3455 : uniq_mons_roeas_QE1240_001_BTL,         13,       2605,        999,        999,         -1, 
3456 :          @,          0,       2606,          0,         65,         -1, 
3457 :          @,          0,       2607,         65,        999,         -1, 
3458 :          @,          0,       2609,          0,        999,         -1, 
3459 :          @,          0,       2610,        999,        999,         -1, 
3460 :          @,          0,       2611,        999,        999,         -1, 
3461 :          @,          0,       2563,          0,        999,         -1, 
3462 :          @,          0,       2564,        999,        999,         -1, 
3463 :          @,          0,       2565,        999,        999,         -1, 
3464 :          @,          0,        920,        999,        999,         -1, 
3465 :          @,          0,        921,        999,        999,         -1, 
3466 :          @,          0,       2542,          0,        999,         -1, 
3467 :          @,          0,       2552,          0,        999,         -1, 
3468 : uniq_mons_roeas_EV1490_001_BTL,         13,       2608,          0,        999,         -1, 
3469 :          @,          0,       2606,        999,        999,         -1, 
3470 :          @,          0,       2607,        999,        999,         -1, 
3471 :          @,          0,       2609,          0,        999,         -1, 
3472 :          @,          0,       2610,        999,        999,         -1, 
3473 :          @,          0,       2611,        999,        999,         -1, 
3474 :          @,          0,       2563,        999,        999,         -1, 
3475 :          @,          0,       2564,        999,        999,         -1, 
3476 :          @,          0,       2565,        999,        999,         -1, 
3477 :          @,          0,        993,        999,        999,         -1, 
3478 :          @,          0,        994,        999,        999,         -1, 
3479 :          @,          0,        995,        999,        999,         -1, 
3480 :          @,          0,       2553,          0,        999,         -1, 
3481 : uniq_mons_castanea_EV0720_001_BTL,         18,       2613,          0,         41,         -1, 
3482 :          @,          0,       2614,         41,        999,         -1, 
3483 :          @,          0,       2615,        999,        999,         -1, 
3484 :          @,          0,       2617,          0,         41,         -1, 
3485 :          @,          0,       2618,         41,        999,         -1, 
3486 :          @,          0,       2619,        999,        999,         -1, 
3487 :          @,          0,       2621,          0,         41,         -1, 
3488 :          @,          0,       2622,         41,        999,         -1, 
3489 :          @,          0,       2623,        999,        999,         -1, 
3490 :          @,          0,       2555,        999,        999,         -1, 
3491 :          @,          0,       2556,        999,        999,         -1, 
3492 :          @,          0,       2557,        999,        999,         -1, 
3493 :          @,          0,       2559,        999,        999,         -1, 
3494 :          @,          0,       2560,        999,        999,         -1, 
3495 :          @,          0,       2561,        999,        999,         -1, 
3496 :          @,          0,       2491,          0,        999,         -1, 
3497 :          @,          0,       2542,          0,        999,         -1, 
3498 :          @,          0,       2552,          0,        999,         -1, 
3499 : uniq_mons_castanea_QE1240_001_BTL,         18,       2613,        999,        999,         -1, 
3500 :          @,          0,       2614,          0,         65,         -1, 
3501 :          @,          0,       2615,         65,        999,         -1, 
3502 :          @,          0,       2617,        999,        999,         -1, 
3503 :          @,          0,       2618,          0,         65,         -1, 
3504 :          @,          0,       2619,         65,        999,         -1, 
3505 :          @,          0,       2621,        999,        999,         -1, 
3506 :          @,          0,       2622,          0,         65,         -1, 
3507 :          @,          0,       2623,         65,        999,         -1, 
3508 :          @,          0,       2555,          0,        999,         -1, 
3509 :          @,          0,       2556,        999,        999,         -1, 
3510 :          @,          0,       2557,        999,        999,         -1, 
3511 :          @,          0,       2559,          0,        999,         -1, 
3512 :          @,          0,       2560,        999,        999,         -1, 
3513 :          @,          0,       2561,        999,        999,         -1, 
3514 :          @,          0,       2491,          0,        999,         -1, 
3515 :          @,          0,       2542,          0,        999,         -1, 
3516 :          @,          0,       2552,          0,        999,         -1, 
3517 : uniq_mons_castanea_EV1490_001_BTL,         16,       2613,        999,        999,         -1, 
3518 :          @,          0,       2614,        999,        999,         -1, 
3519 :          @,          0,       2616,          0,        999,         -1, 
3520 :          @,          0,       2617,        999,        999,         -1, 
3521 :          @,          0,       2618,        999,        999,         -1, 
3522 :          @,          0,       2620,          0,        999,         -1, 
3523 :          @,          0,       2621,        999,        999,         -1, 
3524 :          @,          0,       2622,        999,        999,         -1, 
3525 :          @,          0,       2624,          0,        999,         -1, 
3526 :          @,          0,       2555,          0,        999,         -1, 
3527 :          @,          0,       2556,        999,        999,         -1, 
3528 :          @,          0,       2557,        999,        999,         -1, 
3529 :          @,          0,       2559,          0,        999,         -1, 
3530 :          @,          0,       2560,        999,        999,         -1, 
3531 :          @,          0,       2561,        999,        999,         -1, 
3532 :          @,          0,       2553,          0,        999,         -1, 
3533 : uniq_mons_snievan_EV1155_001_BTL,         13,       2628,          0,         56,         -1, 
3534 :          @,          0,       2629,         56,        999,         -1, 
3535 :          @,          0,       2630,        999,        999,         -1, 
3536 :          @,          0,       1594,        999,        999,         -1, 
3537 :          @,          0,       1595,        999,        999,         -1, 
3538 :          @,          0,       1596,        999,        999,         -1, 
3539 :          @,          0,       1618,        999,        999,         -1, 
3540 :          @,          0,       1619,        999,        999,         -1, 
3541 :          @,          0,       1620,        999,        999,         -1, 
3542 :          @,          0,       1813,          0,        999,         -1, 
3543 :          @,          0,       2003,        999,        999,         -1, 
3544 :          @,          0,       2013,        999,        999,         -1, 
3545 :          @,          0,       2549,          0,        999,         -1, 
3546 : uniq_mons_snievan_DLC,          9,       2628,        999,        999,         -1, 
3547 :          @,          0,       2629,        999,        999,         -1, 
3548 :          @,          0,       2630,          0,        999,         -1, 
3549 :          @,          0,       1622,        999,        999,         -1, 
3550 :          @,          0,       1647,        999,        999,         -1, 
3551 :          @,          0,       1817,        999,        999,         -1, 
3552 :          @,          0,       2012,        999,        999,         -1, 
3553 :          @,          0,       2017,        999,        999,         -1, 
3554 :          @,          0,       2551,          0,        999,         -1, 
3555 : uniq_mons_zuido_EV1175_001_BTL,         40,       2631,          0,         58,         -1, 
3556 :          @,          0,       2632,         58,        999,         -1, 
3557 :          @,          0,       2633,        999,        999,         -1, 
3558 :          @,          0,       2649,          0,         58,         -1, 
3559 :          @,          0,       2650,         58,        999,         -1, 
3560 :          @,          0,       2651,        999,        999,         -1, 
3561 :          @,          0,       2652,          0,         58,         -1, 
3562 :          @,          0,       2653,         58,        999,         -1, 
3563 :          @,          0,       2654,        999,        999,         -1, 
3564 :          @,          0,       2655,          0,         58,         -1, 
3565 :          @,          0,       2656,         58,        999,         -1, 
3566 :          @,          0,       2657,        999,        999,         -1, 
3567 :          @,          0,       2658,          0,         58,         -1, 
3568 :          @,          0,       2659,         58,        999,         -1, 
3569 :          @,          0,       2660,        999,        999,         -1, 
3570 :          @,          0,       2661,          0,         58,         -1, 
3571 :          @,          0,       2662,         58,        999,         -1, 
3572 :          @,          0,       2663,        999,        999,         -1, 
3573 :          @,          0,       2664,          0,         58,         -1, 
3574 :          @,          0,       2665,         58,        999,         -1, 
3575 :          @,          0,       2666,        999,        999,         -1, 
3576 :          @,          0,       2667,          0,         58,         -1, 
3577 :          @,          0,       2668,         58,        999,         -1, 
3578 :          @,          0,       2669,        999,        999,         -1, 
3579 :          @,          0,       2670,          0,         58,         -1, 
3580 :          @,          0,       2671,         58,        999,         -1, 
3581 :          @,          0,       2672,        999,        999,         -1, 
3582 :          @,          0,       2673,          0,         58,         -1, 
3583 :          @,          0,       2674,         58,        999,         -1, 
3584 :          @,          0,       2675,        999,        999,         -1, 
3585 :          @,          0,       2676,          0,         58,         -1, 
3586 :          @,          0,       2677,         58,        999,         -1, 
3587 :          @,          0,       2678,        999,        999,         -1, 
3588 :          @,          0,       2679,          0,         58,         -1, 
3589 :          @,          0,       2680,         58,        999,         -1, 
3590 :          @,          0,       2681,        999,        999,         -1, 
3591 :          @,          0,       2682,          0,         58,         -1, 
3592 :          @,          0,       2683,         58,        999,         -1, 
3593 :          @,          0,       2684,        999,        999,         -1, 
3594 :          @,          0,       2549,          0,        999,         -1, 
3595 : uniq_mons_zuido_DLC,         40,       2631,        999,        999,         -1, 
3596 :          @,          0,       2632,        999,        999,         -1, 
3597 :          @,          0,       2633,          0,        999,         -1, 
3598 :          @,          0,       2649,        999,        999,         -1, 
3599 :          @,          0,       2650,        999,        999,         -1, 
3600 :          @,          0,       2651,          0,        999,         -1, 
3601 :          @,          0,       2652,        999,        999,         -1, 
3602 :          @,          0,       2653,        999,        999,         -1, 
3603 :          @,          0,       2654,          0,        999,         -1, 
3604 :          @,          0,       2655,        999,        999,         -1, 
3605 :          @,          0,       2656,        999,        999,         -1, 
3606 :          @,          0,       2657,          0,        999,         -1, 
3607 :          @,          0,       2658,        999,        999,         -1, 
3608 :          @,          0,       2659,        999,        999,         -1, 
3609 :          @,          0,       2660,          0,        999,         -1, 
3610 :          @,          0,       2661,        999,        999,         -1, 
3611 :          @,          0,       2662,        999,        999,         -1, 
3612 :          @,          0,       2663,          0,        999,         -1, 
3613 :          @,          0,       2664,        999,        999,         -1, 
3614 :          @,          0,       2665,        999,        999,         -1, 
3615 :          @,          0,       2666,          0,        999,         -1, 
3616 :          @,          0,       2667,        999,        999,         -1, 
3617 :          @,          0,       2668,        999,        999,         -1, 
3618 :          @,          0,       2669,          0,        999,         -1, 
3619 :          @,          0,       2670,        999,        999,         -1, 
3620 :          @,          0,       2671,        999,        999,         -1, 
3621 :          @,          0,       2672,          0,        999,         -1, 
3622 :          @,          0,       2673,        999,        999,         -1, 
3623 :          @,          0,       2674,        999,        999,         -1, 
3624 :          @,          0,       2675,          0,        999,         -1, 
3625 :          @,          0,       2676,        999,        999,         -1, 
3626 :          @,          0,       2677,        999,        999,         -1, 
3627 :          @,          0,       2678,          0,        999,         -1, 
3628 :          @,          0,       2679,        999,        999,         -1, 
3629 :          @,          0,       2680,        999,        999,         -1, 
3630 :          @,          0,       2681,          0,        999,         -1, 
3631 :          @,          0,       2682,        999,        999,         -1, 
3632 :          @,          0,       2683,        999,        999,         -1, 
3633 :          @,          0,       2684,          0,        999,         -1, 
3634 :          @,          0,       2551,          0,        999,         -1, 
3635 : uniq_mons_ludope_EV1195_001_BTL,         17,       2634,          0,         60,         -1, 
3636 :          @,          0,       2635,         60,        999,         -1, 
3637 :          @,          0,       2636,        999,        999,         -1, 
3638 :          @,          0,        818,        999,        999,         -1, 
3639 :          @,          0,        819,        999,        999,         -1, 
3640 :          @,          0,        820,        999,        999,         -1, 
3641 :          @,          0,       1685,          0,         60,         -1, 
3642 :          @,          0,       1686,         60,         65,         -1, 
3643 :          @,          0,       1687,         65,        999,         -1, 
3644 :          @,          0,       1719,          0,         60,         -1, 
3645 :          @,          0,       1720,         60,         65,         -1, 
3646 :          @,          0,       1721,         65,        999,         -1, 
3647 :          @,          0,       1753,          0,        999,         -1, 
3648 :          @,          0,       1818,          0,        999,         -1, 
3649 :          @,          0,       1833,          0,        999,         -1, 
3650 :          @,          0,       1838,          0,        999,         -1, 
3651 :          @,          0,       2549,          0,        999,         -1, 
3652 : uniq_mons_ludope_DLC,         11,       2634,        999,        999,         -1, 
3653 :          @,          0,       2635,        999,        999,         -1, 
3654 :          @,          0,       2636,          0,        999,         -1, 
3655 :          @,          0,        847,        999,        999,         -1, 
3656 :          @,          0,       1692,          0,        999,         -1, 
3657 :          @,          0,       1727,          0,        999,         -1, 
3658 :          @,          0,       1757,          0,        999,         -1, 
3659 :          @,          0,       1822,          0,        999,         -1, 
3660 :          @,          0,       1837,        999,        999,         -1, 
3661 :          @,          0,       1842,        999,        999,         -1, 
3662 :          @,          0,       2551,          0,        999,         -1, 
3663 : uniq_mons_hannah_EV1215_001_BTL,         18,       2637,          0,         62,         -1, 
3664 :          @,          0,       2638,         62,        999,         -1, 
3665 :          @,          0,       2639,        999,        999,         -1, 
3666 :          @,          0,        310,        999,        999,         -1, 
3667 :          @,          0,        315,        999,        999,         -1, 
3668 :          @,          0,        320,        999,        999,         -1, 
3669 :          @,          0,       1785,          0,         62,         -1, 
3670 :          @,          0,       1786,         62,         67,         -1, 
3671 :          @,          0,       1787,         67,        999,         -1, 
3672 :          @,          0,       1793,          0,        999,         -1, 
3673 :          @,          0,       1974,        999,        999,         -1, 
3674 :          @,          0,       1975,        999,        999,         -1, 
3675 :          @,          0,       1976,        999,        999,         -1, 
3676 :          @,          0,       1979,        999,        999,         -1, 
3677 :          @,          0,       1980,        999,        999,         -1, 
3678 :          @,          0,       1981,        999,        999,         -1, 
3679 :          @,          0,       2508,          0,        999,         -1, 
3680 :          @,          0,       2552,          0,        999,         -1, 
3681 : uniq_mons_hannah_DLC,         10,       2637,        999,        999,         -1, 
3682 :          @,          0,       2638,        999,        999,         -1, 
3683 :          @,          0,       2639,          0,        999,         -1, 
3684 :          @,          0,        347,        999,        999,         -1, 
3685 :          @,          0,       1787,          0,        999,         -1, 
3686 :          @,          0,       1797,          0,        999,         -1, 
3687 :          @,          0,       1997,        999,        999,         -1, 
3688 :          @,          0,       1992,        999,        999,         -1, 
3689 :          @,          0,       2509,          0,        999,         -1, 
3690 :          @,          0,       2554,          0,        999,         -1, 
3691 : uniq_mons_hinnah_EV1215_001_BTL,         15,       2643,          0,         62,         -1, 
3692 :          @,          0,       2644,         62,        999,         -1, 
3693 :          @,          0,       2645,        999,        999,         -1, 
