           km_,   km_chara, km_mons_count_id, km_mons_rare, km_mons_boss, km_shield_weapon_chg, km_chara_class, km_base_hp, km_base_ap, km_battle_ap_charge, km_base_str, km_base_mgc, km_base_spd,  km_per_id, km_base_per, km_base_tension, km_tension_style, km_hp_growth_type, km_hp_growth_type_101, km_hp_growth_type_201, km_ap_growth_type, km_ap_growth_type_101, km_ap_growth_type_201, km_str_growth_type, km_str_growth_type_101, km_str_growth_type_201, km_mgc_growth_type, km_mgc_growth_type_101, km_mgc_growth_type_201, km_spd_growth_type, km_spd_growth_type_101, km_spd_growth_type_201, km_per_growth_type, km_per_growth_type_101, km_per_growth_type_201, km_eqskill_oh_oh, km_eqskill_oh_th, km_eqskill_oh_ww, km_eqskill_th_th, km_eqskill_s_fw, km_eqskill_s_oh, km_eqskill_s_th, km_artsskill_sword, km_artsskill_katana, km_artsskill_axe, km_artsskill_mace, km_artsskill_spear, km_artsskill_staff, km_mgcskill_01, km_mgcskill_02, km_mgcskill_03, km_mgcskill_04, km_mgcskill_05, km_mgcskill_06, km_mgcskill_07, km_itemskill_01, km_itemskill_02, km_itemskill_03, km_itemskill_04, km_itemskill_05, km_itemskill_06, km_df_att_zan, km_df_att_da, km_df_att_shou, km_df_att_kantu, km_df_fire, km_df_thunder,  km_df_ice, km_df_acid, km_df_poison, km_preset_act_arts, km_preset_act_magic, km_preset_act_item, km_eq_main_weapon, km_eqlv_main, km_eq_style, km_eq_sub_weapon1, km_eqlv_sub, km_eq_accessories1, km_eq_accessories2, km_logic_target_union, km_logic_target_unit, km_pre_logic_target_union, km_post_logic_target_union, km_btl_action, km_btl_action_append_1, km_btl_action_append_2, km_btl_action_append_3,  km_demise, km_item_money, km_item_surely, km_eqlv_surely, km_item_surely_num, km_item_normal1, km_eqlv_normal1, km_item_normal1_num, km_item_normal2, km_eqlv_normal2, km_item_normal2_num, km_item_rare, km_eqlv_rare, km_item_rare_num, km_item_veryrare, km_eqlv_veryrare, km_item_veryrare_num, km_item_tuika1, km_eqlv_tuika1, km_item_tuika1_num, km_item_tuika1_odd, km_item_tuika1_getd, km_item_tuika2, km_eqlv_tuika2, km_item_tuika2_num, km_item_tuika2_odd, km_item_tuika2_getd, 
1791 : QE0060_004_BTL_09,       1661,          7,          0,          0,          1,        350,        285,         57,         11,         21,         14,         15,          0,         20,         40,          0,          4,         58,        112,         13,         67,        121,         22,         76,        130,         34,         88,        142,         43,         97,        151,         52,        106,        160,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         20,         10,          5,         20,         10,          5,          5,         10,         -1,         -1,         -1,       1474,          0,         21,         -1,         -1,         -1,         -1,        235,       4779,         -1,         -1,        604,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044433,         99,          1,    8978436,         99,          1,    9044502,         99,          1,    9044498,         99,          1,         30,        226,    9044499,         99,          1,         15,        256, 
1792 : QE0060_004_BTL,       1661,          7,          0,          0,          1,        350,        285,         57,         11,         21,         14,         15,          0,         20,         40,          0,          4,         58,        112,         13,         67,        121,         22,         76,        130,         34,         88,        142,         43,         97,        151,         52,        106,        160,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         20,         10,          5,         20,         10,          5,          5,         10,         -1,         -1,         -1,       1474,          0,         21,         -1,         -1,         -1,         -1,        235,       4779,         -1,         -1,        604,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044433,         99,          1,    8978436,         99,          1,    9044502,         99,          1,    9044498,         99,          1,         30,        226,    9044499,         99,          1,         15,        256, 
1793 : QE0060_004_BTL,       1660,          6,          0,          0,          1,        350,        285,         57,         11,         21,         14,         15,          0,         20,         40,          0,          4,         58,        112,         13,         67,        121,         22,         76,        130,         34,         88,        142,         43,         97,        151,         52,        106,        160,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         20,         10,          5,         20,         10,          5,          5,         10,         -1,         -1,         -1,       1476,          0,         21,         -1,         -1,         -1,         -1,        216,       4751,         -1,         -1,        534,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044433,         99,          1,    8978482,         99,          1,    9044501,         99,          1,    9044498,         99,          1,         30,        226,    9044499,         99,          1,         15,        256, 
1794 : QE0060_004_BTL,       1659,          5,          0,          0,          1,        350,        285,         57,         11,         21,         14,         15,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         20,         10,          5,         20,         10,          5,          5,         10,         -1,         -1,         -1,       1466,          0,         21,         -1,         -1,         -1,         -1,        200,       4725,         -1,         -1,        494,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044433,         99,          1,    8978440,         99,          1,    9044500,         99,          1,    9044498,         99,          1,         30,        226,    9044499,         99,          1,         15,        256, 
1795 : QE0060_004_BTL,       1665,        200,          0,          0,          1,        365,       1185,         71,         14,         24,         15,         16,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         10,         10,         20,         10,          5,         20,         10,          5,         -1,         -1,         -1,       1365,          0,         52,         -1,         -1,         -1,         -1,        337,       5180,         -1,         -1,       1734,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044434,         99,          1,    9044650,         99,          1,    8978466,         99,          1,    9044646,         99,          1,         30,        241,    9044647,         99,          1,         15,        271, 
1796 : QE0060_004_BTL,       1665,        200,          0,          0,          1,        365,       1185,         71,         14,         24,         15,         16,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         10,         10,         20,         10,          5,         20,         10,          5,         -1,         -1,         -1,       1365,          0,         52,         -1,         -1,         -1,         -1,        337,       5180,         -1,         -1,       1734,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044434,         99,          1,    9044650,         99,          1,    8978466,         99,          1,    9044646,         99,          1,         30,        241,    9044647,         99,          1,         15,        271, 
1797 : QE0060_004_BTL,       1665,        200,          0,          0,          1,        365,       1185,         71,         14,         24,         15,         16,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         10,         10,         20,         10,          5,         20,         10,          5,         -1,         -1,         -1,       1365,          0,         52,         -1,         -1,         -1,         -1,        337,       5180,         -1,         -1,       1734,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044434,         99,          1,    9044650,         99,          1,    8978466,         99,          1,    9044646,         99,          1,         30,        241,    9044647,         99,          1,         15,        271, 
1798 : QE0060_004_BTL,       1665,        200,          0,          0,          1,        365,       1185,         71,         14,         24,         15,         16,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         10,         10,         20,         10,          5,         20,         10,          5,         -1,         -1,         -1,       1365,          0,         52,         -1,         -1,         -1,         -1,        337,       5180,         -1,         -1,       1734,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044385,         99,          1,    9044434,         99,          1,    9044650,         99,          1,    8978466,         99,          1,    9044646,         99,          1,         30,        241,    9044647,         99,          1,         15,        271, 
1799 : QE0840_001_BTL_unit01,       1666,        160,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5102,         -1,         -1,       1463,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978436,         99,          1,    9044616,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1800 : QE0840_001_BTL_unit02,       1667,        161,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5075,         -1,         -1,       1476,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978466,         99,          1,    9044405,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1801 : QE0840_001_BTL_unit03,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1802 : QE0840_001_BTL_unit04,       1669,        252,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1446,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2097,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978440,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1803 : QE0840_001_BTL_unit05,       1670,        227,          0,          0,          1,        367,        598,        119,         23,         21,         20,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         20,          5,         10,          5,         10,          5,         20,         10,         -1,         -1,         -1,       1379,          0,         57,         -1,         -1,         -1,         -1,        344,       5230,         -1,         -1,       1934,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044426,         99,          1,    8978443,         99,          1,    9044662,         99,          1,    9044663,         99,          1,    9044664,         99,          1,         30,        243,    9044665,         99,          1,         15,        273, 
1804 : QE0840_001_BTL_01,       1666,        160,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5102,         -1,         -1,       1463,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978436,         99,          1,    9044616,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1805 : QE0840_001_BTL_02,       1666,        160,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5102,         -1,         -1,       1463,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978436,         99,          1,    9044616,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1806 : QE0840_001_BTL_03,       1666,        160,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5102,         -1,         -1,       1463,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978436,         99,          1,    9044616,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1807 : QE0840_001_BTL_04,       1666,        160,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5102,         -1,         -1,       1463,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978436,         99,          1,    9044616,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1808 : QE0840_001_BTL_05,       1667,        161,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5075,         -1,         -1,       1476,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978466,         99,          1,    9044405,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1809 : QE0840_001_BTL_06,       1667,        161,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5075,         -1,         -1,       1476,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978466,         99,          1,    9044405,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1810 : QE0840_001_BTL_07,       1667,        161,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5075,         -1,         -1,       1476,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978466,         99,          1,    9044405,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1811 : QE0840_001_BTL_08,       1667,        161,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5075,         -1,         -1,       1476,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978466,         99,          1,    9044405,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1812 : QE0840_001_BTL_09,       1667,        161,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5075,         -1,         -1,       1476,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044461,         99,          1,    9044380,         99,          1,    8978466,         99,          1,    9044405,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1813 : QE0840_001_BTL,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1814 : QE0840_001_BTL,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1815 : QE0840_001_BTL,       1667,        161,          0,          0,          1,        362,        199,         39,          7,         21,         10,         20,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         10,         10,          5,         10,          5,         10,         20,         -1,         -1,         -1,       1429,          0,         46,         -1,         -1,         -1,         -1,        324,       5075,         -1,         -1,       1476,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044426,         99,          1,    8978443,         99,          1,    9044662,         99,          1,    9044663,         99,          1,    9044617,         99,          1,         30,        238,    9044618,         99,          1,         15,        268, 
1816 : QE0840_001_BTL,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1817 : QE0840_001_BTL,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1818 : QE0840_001_BTL,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1819 : QE0840_001_BTL,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1820 : QE0840_001_BTL,       1668,        251,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1445,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2080,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978434,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1821 : QE0840_001_BTL,       1669,        252,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1446,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2097,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978440,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
1822 : QE0840_001_BTL,       1669,        252,          0,          0,          1,        369,        171,         34,          6,         21,         14,         18,          0,         20,         40,          0,          3,         57,        111,         12,         66,        120,         21,         75,        129,         33,         87,        141,         42,         96,        150,         51,        105,        159,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,          5,         20,          5,         20,         10,          5,         10,         -1,         -1,         -1,       1446,          0,         61,         -1,         -1,         -1,         -1,        355,       5268,         -1,         -1,       2097,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044407,         99,          1,    8978440,         99,          1,    9044684,         99,          1,    9044685,         99,          1,    9044686,         99,          1,         30,        245,    9044687,         99,          1,         15,        275, 
