           km_, km_check_num, km_btl_action, km_logic_ctrl_15, km_logic_ctrl_14, km_logic_ctrl_13, km_logic_ctrl_12, km_logic_ctrl_11, km_logic_ctrl_10, km_logic_ctrl_9, km_logic_ctrl_8, km_logic_ctrl_7, km_logic_ctrl_6, km_logic_ctrl_5, km_logic_ctrl_4, km_logic_ctrl_3, km_logic_ctrl_2, km_logic_ctrl_1, km_logic_ctrl_0,   km_ratio,    km_tgt1,   km_cond1,  km_arg1_1,  km_arg1_2,    km_tgt2,   km_cond2,  km_arg2_1,  km_arg2_2,    km_tgt3,   km_cond3,  km_arg3_1,  km_arg3_2,  km_ex_tgt, km_ex_cond, km_ex_arg_1, km_ex_arg_2, 
4882 : hydora_00_01,          8,    4915401,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         50,          4,          0,         -1,         -1,          1,        160,    9175049,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4883 :          @,          0,    4915402,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         50,          4,          0,         -1,         -1,          1,        160,    9175049,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4884 :          @,          0,    4915466,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         10,          4,         23,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4885 :          @,          0,    4915463,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         20,          4,         23,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4886 :          @,          0,    4915399,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4887 :          @,          0,    4915400,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4888 :          @,          0,    4915468,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          4,        441,         -1,         -1,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4889 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4890 : hydora_00_02,          8,    4915401,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         80,          4,          0,         -1,         -1,          1,        160,    9175049,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4891 :          @,          0,    4915402,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         80,          4,          0,         -1,         -1,          1,        160,    9175049,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4892 :          @,          0,    4915466,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          4,         23,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4893 :          @,          0,    4915463,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         20,          4,         23,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4894 :          @,          0,    4915399,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         30,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4895 :          @,          0,    4915400,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         30,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4896 :          @,          0,    4915468,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        441,         -1,         -1,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4897 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4898 : impet_00_00,         14,    4718601,          0,          0,          0,          0,          1,          1,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        253,         -1,         -1,         13,        191,          3,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4899 :          @,          0,    4915475,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        157,         -1,         -1,         13,        482,          4,         -1,         13,        555,          3,          1,          0,        675,          3,          1, 
4900 :          @,          0,    4915405,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         13,        511,         80,        999,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4901 :          @,          0,    4915406,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         13,        511,         80,        999,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4902 :          @,          0,    4915461,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         13,        511,          0,         40,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4903 :          @,          0,    4915403,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4904 :          @,          0,    4915404,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4905 :          @,          0,    4915463,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4906 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4907 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4908 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4909 :          @,          0,    9175188,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         50,          1,        422,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4910 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4911 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4912 : impet_00_01,         12,    4718601,          0,          0,          0,          0,          1,          1,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         10,          1,        253,         -1,         -1,         13,        191,          3,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4913 :          @,          0,    4915475,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        157,         -1,         -1,         13,        482,          4,         -1,         13,        555,          3,          1,          0,        675,          3,          1, 
4914 :          @,          0,    4915405,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          4,        158,         -1,         -1,         13,        511,         80,        999,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4915 :          @,          0,    4915406,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          4,        158,         -1,         -1,         13,        511,         80,        999,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4916 :          @,          0,    4915461,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          4,        158,         -1,         -1,         13,        511,          0,         40,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4917 :          @,          0,    4915403,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4918 :          @,          0,    4915404,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4919 :          @,          0,    4915463,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4920 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4921 :          @,          0,    9175188,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         67,          1,        422,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4922 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4923 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4924 : impet_00_02,         10,    4915405,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          4,        158,         -1,         -1,         13,        511,         80,        999,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4925 :          @,          0,    4915406,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          4,        158,         -1,         -1,         13,        511,         80,        999,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4926 :          @,          0,    4915461,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          4,        158,         -1,         -1,         13,        511,          0,         40,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4927 :          @,          0,    4915403,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4928 :          @,          0,    4915404,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4929 :          @,          0,    4915463,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4930 :          @,          0,    9175188,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         67,          1,        422,         -1,         -1,         13,        426,          0,         50,          1,        257,         30,         -1,          1,        672,         30,         -1, 
4931 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4932 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4933 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4934 : impet_01_00,          9,    4718601,          0,          0,          0,          0,          1,          1,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        253,         -1,         -1,         13,        191,          3,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4935 :          @,          0,    4915475,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        157,         -1,         -1,         13,        482,          4,         -1,         13,        555,          3,          1,          0,        675,          3,          1, 
4936 :          @,          0,    9175077,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4937 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4938 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4939 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4940 :          @,          0,    9175188,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         50,          1,        422,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4941 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4942 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4943 : impet_01_01,          9,    4718601,          0,          0,          0,          0,          1,          1,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         10,          1,        253,         -1,         -1,         13,        191,          3,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4944 :          @,          0,    4915475,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        157,         -1,         -1,         13,        482,          4,         -1,         13,        555,          3,          1,          0,        675,          3,          1, 
4945 :          @,          0,    9175077,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         20,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4946 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4947 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4948 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4949 :          @,          0,    9175188,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,         67,          1,        422,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4950 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4951 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,         20,          1,        441,         -1,         -1,         13,        474,          2,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4952 : impet_01_02,          7,    9175077,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         40,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4953 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4954 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4955 :          @,          0,    9175188,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         67,          1,        422,         -1,         -1,         13,        426,          0,         50,          1,        257,         30,         -1,          1,        672,         30,         -1, 
4956 :          @,          0,    9175216,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4957 :          @,          0,    9175228,          0,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          1,        441,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4958 :          @,          0,    4915203,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4959 : pooti_00_00,          5,    4915475,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        157,         -1,         -1,         13,        482,          2,         -1,         13,        555,          3,          1,          0,        675,          3,          1, 
4960 :          @,          0,    9175077,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,         82,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4961 :          @,          0,    4915469,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        441,         -1,         -1,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4962 :          @,          0,    4915203,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,         82,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4963 :          @,          0,    4915203,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4964 : pooti_00_01,          5,    4915475,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,         20,          1,        157,         -1,         -1,         13,        482,          2,         -1,         13,        555,          3,          1,          0,        675,          3,          1, 
4965 :          @,          0,    9175077,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         20,          4,         82,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4966 :          @,          0,    4915469,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        441,         -1,         -1,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4967 :          @,          0,    4915203,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,         82,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4968 :          @,          0,    4915203,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4969 : pooti_00_02,          4,    9175077,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         40,          4,         82,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4970 :          @,          0,    4915469,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        441,         -1,         -1,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4971 :          @,          0,    4915203,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,         82,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4972 :          @,          0,    4915203,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4973 : gatopusu_00_00,          7,    4915411,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,         15,          4,        432,         40,         -1,          4,        158,         -1,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4974 :          @,          0,    4915412,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,         15,          4,        432,         40,         -1,          4,        158,         -1,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4975 :          @,          0,    4915468,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          5,          4,        441,         -1,         -1,          4,        158,         -1,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4976 :          @,          0,    4915461,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          4,        152,   20381697,          0,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4977 :          @,          0,    4915460,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4978 :          @,          0,    4915477,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          5,          4,        158,         -1,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4979 :          @,          0,    4915203,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        100,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4980 : gatopusu_00_01,          7,    4915411,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,         30,          4,        432,         40,         -1,          4,        158,         -1,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4981 :          @,          0,    4915412,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,         30,          4,        432,         40,         -1,          4,        158,         -1,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4982 :          @,          0,    4915468,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          5,          4,        441,         -1,         -1,          4,        158,         -1,         -1,         13,        511,         60,        999,         -1,         -1,         -1,         -1, 
4983 :          @,          0,    4915461,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        152,   20381697,          0,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
4984 :          @,          0,    4915460,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,          4,        158,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
