           km_,   km_namen,    km_help, km_jin_type,  km_jin_lv, km_argument, km_need_daiji, km_need_hero01, km_need_hero02, km_need_hero03, km_need_hero04, km_need_hero05, km_need_hero06, km_need_hero07, km_need_hero08, km_need_hero09, km_need_hero10, km_need_hero11, km_need_hero12, km_need_hero13, km_jin_formation, km_selected_front_ratio, km_add_select_front_ratio, km_add_impress_1, km_add_impress_2, km_add_para_butsu_ap_1, km_add_para_butsu_ac_1, km_add_para_mgc_ap_1, km_add_para_mgc_ac_1, km_add_para_str_1, km_add_para_int_1, km_add_para_spd_1, km_add_para_butsu_ap_2, km_add_para_butsu_ac_2, km_add_para_mgc_ap_2, km_add_para_mgc_ac_2, km_add_para_str_2, km_add_para_int_2, km_add_para_spd_2, km_add_para_butsu_ap_3, km_add_para_butsu_ac_3, km_add_para_mgc_ap_3, km_add_para_mgc_ac_3, km_add_para_str_3, km_add_para_int_3, km_add_para_spd_3, km_add_para_butsu_ap_4, km_add_para_butsu_ac_4, km_add_para_mgc_ap_4, km_add_para_mgc_ac_4, km_add_para_str_4, km_add_para_int_4, km_add_para_spd_4, km_add_para_butsu_ap_5, km_add_para_butsu_ac_5, km_add_para_mgc_ap_5, km_add_para_mgc_ac_5, km_add_para_str_5, km_add_para_int_5, km_add_para_spd_5, 
258 : speed_type_D_001,        259,         87,        102,          4,          0,    8913288,          3,          0,          0,          0,          0,          0,          3,          0,          0,          0,          0,          5,          0,        275,         67,          0,         -1,         -1,        113,        100,        100,        100,        113,        100,        113,        113,        100,        100,        100,        100,        100,        113,        113,        100,        100,        100,        100,        100,        113,        100,         53,        100,        100,        100,        100,        100,        100,         53,        100,        100,        100,        100,        100, 
259 : speed_type_D_002,        260,         87,        102,          5,          0,    8913288,          3,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          5,          0,        275,         67,          0,         -1,         -1,        115,        100,        100,        100,        115,        100,        115,        115,        100,        100,        100,        100,        100,        115,        115,        100,        100,        100,        100,        100,        115,        100,         54,        100,        100,        100,        100,        100,        100,         54,        100,        100,        100,        100,        100, 
260 : speed_type_D_003,        261,         87,        102,          6,          0,    8913288,          3,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          5,          0,        275,         67,          0,         -1,         -1,        120,        100,        100,        100,        120,        100,        120,        120,        100,        100,        100,        100,        100,        120,        120,        100,        100,        100,        100,        100,        120,        100,         55,        100,        100,        100,        100,        100,        100,         55,        100,        100,        100,        100,        100, 
261 : speed_type_E_001,        262,         88,        103,          1,          0,    8913289,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        280,         46,          0,         -1,         -1,        105,        100,        105,        100,        100,        100,        105,        105,         45,        105,         45,        100,        100,        105,        105,         45,        105,         45,        100,        100,        105,        100,        100,        100,        100,        100,        100,        105,        100,        100,        100,        100,        100,        100,        105, 
262 : speed_type_E_002,        263,         88,        103,          2,          0,    8913289,          2,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          2,          0,        280,         46,          0,         -1,         -1,        108,        100,        108,        100,        100,        100,        108,        108,         46,        108,         46,        100,        100,        108,        108,         46,        108,         46,        100,        100,        108,        100,        100,        100,        100,        100,        100,        108,        100,        100,        100,        100,        100,        100,        108, 
263 : speed_type_E_003,        264,         88,        103,          3,          0,    8913289,          3,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          3,          0,        280,         46,          0,         -1,         -1,        110,        100,        110,        100,        100,        100,        110,        110,         47,        110,         47,        100,        100,        110,        110,         47,        110,         47,        100,        100,        110,        100,        100,        100,        100,        100,        100,        110,        100,        100,        100,        100,        100,        100,        110, 
264 : speed_type_F_001,        265,         89,        103,          4,          0,    8913290,          3,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,          3,          0,        280,         46,          0,         -1,         -1,        113,        100,        113,        100,        100,        100,        113,        113,         48,        113,         48,        100,        100,        113,        113,         48,        113,         48,        100,        100,        113,        100,        100,        100,        100,        100,        100,        113,        100,        100,        100,        100,        100,        100,        113, 
265 : speed_type_F_002,        266,         89,        103,          5,          0,    8913290,          3,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,          4,          0,        280,         46,          0,         -1,         -1,        115,        100,        115,        100,        100,        100,        115,        115,         49,        115,         49,        100,        100,        115,        115,         49,        115,         49,        100,        100,        115,        100,        100,        100,        100,        100,        100,        115,        100,        100,        100,        100,        100,        100,        115, 
266 : speed_type_F_003,        267,         89,        103,          6,          0,    8913290,          3,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,          5,          0,        280,         46,          0,         -1,         -1,        120,        100,        120,        100,        100,        100,        120,        120,         50,        120,         50,        100,        100,        120,        120,         50,        120,         50,        100,        100,        120,        100,        100,        100,        100,        100,        100,        120,        100,        100,        100,        100,        100,        100,        120, 
267 : speed_type_G_001,        268,         90,        103,          7,          0,    8913291,          3,          1,          0,          0,          0,          0,          1,          1,          1,          0,          0,          5,          3,        280,         46,          0,         -1,         -1,        125,        100,        125,        100,        100,        100,        125,        125,         51,        125,         51,        100,        100,        125,        125,         51,        125,         51,        100,        100,        125,        100,        100,        100,        100,        100,        100,        125,        100,        100,        100,        100,        100,        100,        125, 
268 : speed_type_G_002,        269,         90,        103,          8,          0,    8913291,          3,          1,          1,          0,          0,          0,          1,          1,          1,          0,          0,          5,          4,        280,         46,          0,         -1,         -1,        130,        100,        130,        100,        100,        100,        130,        130,         52,        130,         52,        100,        100,        130,        130,         52,        130,         52,        100,        100,        130,        100,        100,        100,        100,        100,        100,        130,        100,        100,        100,        100,        100,        100,        130, 
269 : speed_type_G_003,        270,         90,        103,          9,          0,    8913291,          3,          1,          2,          0,          0,          0,          1,          1,          1,          0,          0,          5,          5,        280,         46,          0,         -1,         -1,        135,        100,        135,        100,        100,        100,        135,        135,         53,        135,         53,        100,        100,        135,        135,         53,        135,         53,        100,        100,        135,        100,        100,        100,        100,        100,        100,        135,        100,        100,        100,        100,        100,        100,        135, 
270 : speed_type_H_001,        271,         91,        104,          1,          0,    8913292,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        285,         70,          0,        459,        459,         50,        105,        100,        100,        100,        100,         50,        100,        100,        105,        100,        100,        100,        105,        100,        100,        105,        100,        100,        100,        105,        100,        100,        105,        100,         50,        100,        105,        100,        100,        105,        100,         50,        100,        105, 
271 : speed_type_H_002,        272,         91,        104,          2,          0,    8913292,          2,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          3,          0,        285,         70,          0,        460,        460,         51,        108,        100,        100,        100,        100,         51,        100,        100,        108,        100,        100,        100,        108,        100,        100,        108,        100,        100,        100,        108,        100,        100,        108,        100,         51,        100,        108,        100,        100,        108,        100,         51,        100,        108, 
272 : speed_type_H_003,        273,         91,        104,          3,          0,    8913292,          3,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          4,          0,        285,         70,          0,        461,        461,         52,        110,        100,        100,        100,        100,         52,        100,        100,        110,        100,        100,        100,        110,        100,        100,        110,        100,        100,        100,        110,        100,        100,        110,        100,         52,        100,        110,        100,        100,        110,        100,         52,        100,        110, 
273 : speed_type_I_001,        274,         92,        104,          4,          0,    8913293,          3,          1,          0,          0,          0,          0,          3,          0,          0,          0,          0,          5,          0,        285,         70,          0,         -1,         -1,         53,        113,        100,        100,        100,        100,         53,        100,        100,        113,        100,        100,        100,        113,        100,        100,        113,        100,        100,        100,        113,        100,        100,        113,        100,         53,        100,        113,        100,        100,        113,        100,         53,        100,        113, 
274 : speed_type_I_002,        275,         92,        104,          5,          0,    8913293,          3,          1,          0,          0,          0,          0,          4,          0,          0,          0,          0,          5,          0,        285,         70,          0,         -1,         -1,         54,        115,        100,        100,        100,        100,         54,        100,        100,        115,        100,        100,        100,        115,        100,        100,        115,        100,        100,        100,        115,        100,        100,        115,        100,         54,        100,        115,        100,        100,        115,        100,         54,        100,        115, 
275 : speed_type_I_003,        276,         92,        104,          6,          0,    8913293,          3,          1,          0,          0,          0,          0,          5,          0,          0,          0,          0,          5,          0,        285,         70,          0,         -1,         -1,         55,        120,        100,        100,        100,        100,         55,        100,        100,        120,        100,        100,        100,        120,        100,        100,        120,        100,        100,        100,        120,        100,        100,        120,        100,         55,        100,        120,        100,        100,        120,        100,         55,        100,        120, 
276 : speed_type_J_001,        277,         93,        105,          1,          0,    8913294,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        290,        100,          0,        121,        121,        100,        105,        100,        105,         60,        100,        105,        100,        105,        100,        100,         60,        100,        105,        100,        100,        100,        105,         60,        100,        105,        100,        100,        100,        105,         60,        100,        105,        100,        105,        100,        100,         60,        100,        105, 
277 : speed_type_J_002,        278,         93,        105,          2,          0,    8913294,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          5,        290,        100,          0,        122,        122,        100,        108,        100,        108,         61,        100,        108,        100,        108,        100,        100,         61,        100,        108,        100,        100,        100,        108,         61,        100,        108,        100,        100,        100,        108,         61,        100,        108,        100,        108,        100,        100,         61,        100,        108, 
278 : speed_type_J_003,        279,         93,        105,          3,          0,    8913294,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,          5,        290,        100,          0,        123,        123,        100,        110,        100,        110,         62,        100,        110,        100,        110,        100,        100,         62,        100,        110,        100,        100,        100,        110,         62,        100,        110,        100,        100,        100,        110,         62,        100,        110,        100,        110,        100,        100,         62,        100,        110, 
279 : speed_type_QUEST1_001,        280,         94,        106,          1,          0,    8913295,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        295,         67,          0,         -1,         -1,         55,        120,        100,        100,        100,        100,        120,         55,        120,        100,        100,        100,        100,        120,         55,        120,        100,        100,        100,        100,        120,        100,        100,         55,        105,        100,        100,        100,        100,        100,        105,         55,        100,        100,        100, 
280 : speed_type_QUEST1_002,        281,         94,        106,          2,          0,    8913295,          0,          2,          0,          0,          0,          0,          0,          3,          0,          0,          0,          3,          0,        295,         67,          0,         -1,         -1,         56,        125,        100,        100,        100,        100,        125,         56,        125,        100,        100,        100,        100,        125,         56,        125,        100,        100,        100,        100,        125,        100,        100,         56,        108,        100,        100,        100,        100,        100,        108,         56,        100,        100,        100, 
281 : speed_type_QUEST1_003,        282,         94,        106,          3,          0,    8913295,          0,          3,          0,          0,          0,          0,          0,          5,          0,          0,          0,          5,          0,        295,         67,          0,         -1,         -1,         57,        130,        100,        100,        100,        100,        130,         57,        130,        100,        100,        100,        100,        130,         57,        130,        100,        100,        100,        100,        130,        100,        100,         57,        110,        100,        100,        100,        100,        100,        110,         57,        100,        100,        100, 
282 : heal_type_A_001,        283,         95,        120,          1,          0,    8913296,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        300,         67,          0,        449,        449,        100,        105,        100,        100,        100,        100,        100,        105,        100,        100,        100,        100,        100,         60,        105,        100,        100,        100,        100,        100,         60,        105,        100,        100,        100,        100,        100,         60,        100,        100,        105,        100,        100,        100,        100, 
283 : heal_type_A_002,        284,         95,        120,          2,          0,    8913296,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,        300,         67,          0,        450,        450,        100,        108,        100,        100,        100,        100,        100,        108,        100,        100,        100,        100,        100,         61,        108,        100,        100,        100,        100,        100,         61,        108,        100,        100,        100,        100,        100,         61,        100,        100,        108,        100,        100,        100,        100, 
284 : heal_type_A_003,        285,         95,        120,          3,          0,    8913296,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,        300,         67,          0,        451,        451,        100,        110,        100,        100,        100,        100,        100,        110,        100,        100,        100,        100,        100,         62,        110,        100,        100,        100,        100,        100,         62,        110,        100,        100,        100,        100,        100,         62,        100,        100,        110,        100,        100,        100,        100, 
285 : heal_type_B_001,        286,         96,        121,          1,          0,    8913297,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        305,         75,          0,        454,        454,        105,        100,        105,        100,        100,        100,         60,        105,        100,        105,        100,        100,        100,         60,        100,        100,        105,        100,        100,        100,         60,        100,        100,        100,        100,        100,        100,        100,        100,        100,        105,        100,        100,        100,         60, 
286 : heal_type_B_002,        287,         96,        121,          2,          0,    8913297,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,        305,         75,          0,        455,        455,        108,        100,        108,        100,        100,        100,         61,        108,        100,        108,        100,        100,        100,         61,        100,        100,        108,        100,        100,        100,         61,        100,        100,        100,        100,        100,        100,        100,        100,        100,        108,        100,        100,        100,         61, 
287 : heal_type_B_003,        288,         96,        121,          3,          0,    8913297,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,        305,         75,          0,        456,        456,        110,        100,        110,        100,        100,        100,         62,        110,        100,        110,        100,        100,        100,         62,        100,        100,        110,        100,        100,        100,         62,        100,        100,        100,        100,        100,        100,        100,        100,        100,        110,        100,        100,        100,         62, 
288 : heal_type_C_001,        289,         97,        122,          1,          0,    8913298,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        310,         70,          0,         -1,         -1,         40,         40,         40,         40,         40,         40,         40,        100,        100,        100,        100,        110,        110,        110,        100,        100,        100,        100,        110,        110,        110,        100,        100,        100,        100,        110,        110,        110,        100,        100,        100,        100,        110,        110,        110, 
289 : heal_type_C_002,        290,         97,        122,          2,          0,    8913298,          2,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          3,        310,         70,          0,         -1,         -1,         41,         41,         41,         41,         41,         41,         41,        100,        100,        100,        100,        115,        115,        115,        100,        100,        100,        100,        115,        115,        115,        100,        100,        100,        100,        115,        115,        115,        100,        100,        100,        100,        115,        115,        115, 
290 : heal_type_C_003,        291,         97,        122,          3,          0,    8913298,          3,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          4,        310,         70,          0,         -1,         -1,         42,         42,         42,         42,         42,         42,         42,        100,        100,        100,        100,        120,        120,        120,        100,        100,        100,        100,        120,        120,        120,        100,        100,        100,        100,        120,        120,        120,        100,        100,        100,        100,        120,        120,        120, 
291 : heal_type_D_001,        292,         98,        122,          4,          0,    8913299,          4,          0,          0,          0,          0,          0,          0,          3,          0,          0,          0,          0,          5,        310,         70,          0,        394,        394,         43,         43,         43,         43,         43,         43,         43,        100,        100,        100,        100,        125,        125,        125,        100,        100,        100,        100,        125,        125,        125,        100,        100,        100,        100,        125,        125,        125,        100,        100,        100,        100,        125,        125,        125, 
292 : heal_type_D_002,        293,         98,        122,          5,          0,    8913299,          4,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          5,        310,         70,          0,        395,        395,         44,         44,         44,         44,         44,         44,         44,        100,        100,        100,        100,        130,        130,        130,        100,        100,        100,        100,        130,        130,        130,        100,        100,        100,        100,        130,        130,        130,        100,        100,        100,        100,        130,        130,        130, 
293 : heal_type_D_003,        294,         98,        122,          6,          0,    8913299,          4,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          5,        310,         70,          0,        396,        396,         45,         45,         45,         45,         45,         45,         45,        100,        100,        100,        100,        135,        135,        135,        100,        100,        100,        100,        135,        135,        135,        100,        100,        100,        100,        135,        135,        135,        100,        100,        100,        100,        135,        135,        135, 
294 : heal_type_E_001,        295,         99,        123,          1,          0,    8913300,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        315,         67,          0,         -1,         -1,        100,        105,        105,        105,        100,        105,        105,        100,        100,         50,         50,        100,        100,         50,        100,        100,         50,         50,        100,        100,         50,        100,        105,        100,        105,        100,        100,        100,        100,        105,        100,        105,        100,        100,        100, 
295 : heal_type_E_002,        296,         99,        123,          2,          0,    8913300,          2,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          3,        315,         67,          0,         -1,         -1,        100,        108,        108,        108,        100,        108,        108,        100,        100,         51,         51,        100,        100,         51,        100,        100,         51,         51,        100,        100,         51,        100,        108,        100,        108,        100,        100,        100,        100,        108,        100,        108,        100,        100,        100, 
296 : heal_type_E_003,        297,         99,        123,          3,          0,    8913300,          3,          0,          0,          1,          1,          2,          0,          0,          0,          0,          0,          0,          5,        315,         67,          0,         -1,         -1,        100,        110,        110,        110,        100,        110,        110,        100,        100,         52,         52,        100,        100,         52,        100,        100,         52,         52,        100,        100,         52,        100,        110,        100,        110,        100,        100,        100,        100,        110,        100,        110,        100,        100,        100, 
297 : heal_type_F_001,        298,        100,        123,          4,          0,    8913301,          3,          0,          0,          2,          1,          3,          0,          0,          0,          0,          4,          0,          5,        315,         67,          0,        181,        181,        100,        113,        113,        113,        100,        113,        113,        100,        100,         53,         53,        100,        100,         53,        100,        100,         53,         53,        100,        100,         53,        100,        113,        100,        113,        100,        100,        100,        100,        113,        100,        113,        100,        100,        100, 
298 : heal_type_F_002,        299,        100,        123,          5,          0,    8913301,          4,          0,          0,          2,          2,          4,          0,          0,          0,          0,          5,          0,          5,        315,         67,          0,        182,        182,        100,        115,        115,        115,        100,        115,        115,        100,        100,         54,         54,        100,        100,         54,        100,        100,         54,         54,        100,        100,         54,        100,        115,        100,        115,        100,        100,        100,        100,        115,        100,        115,        100,        100,        100, 
299 : heal_type_F_003,        300,        100,        123,          6,          0,    8913301,          5,          0,          0,          3,          2,          5,          0,          0,          0,          0,          5,          0,          5,        315,         67,          0,        183,        183,        100,        120,        120,        120,        100,        120,        120,        100,        100,         55,         55,        100,        100,         55,        100,        100,         55,         55,        100,        100,         55,        100,        120,        100,        120,        100,        100,        100,        100,        120,        100,        120,        100,        100,        100, 
300 : heal_type_QUEST1_001,        301,        101,        124,          1,          0,    8913302,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        320,         67,          0,        394,        394,        100,        100,        100,        113,        100,        113,         55,        100,        113,        100,        100,        113,        100,         55,        100,        113,        100,        100,        113,        100,         55,        100,        100,        100,        113,        100,        113,         55,        100,        100,        100,        113,        100,        113,         55, 
301 : heal_type_QUEST1_002,        302,        101,        124,          2,          0,    8913302,          2,          0,          0,          0,          3,          0,          0,          0,          0,          0,          0,          0,          5,        320,         67,          0,        395,        395,        100,        100,        100,        115,        100,        115,         56,        100,        115,        100,        100,        115,        100,         56,        100,        115,        100,        100,        115,        100,         56,        100,        100,        100,        115,        100,        115,         56,        100,        100,        100,        115,        100,        115,         56, 
302 : heal_type_QUEST1_003,        303,        101,        124,          3,          0,    8913302,          3,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          0,          5,        320,         67,          0,        396,        396,        100,        100,        100,        120,        100,        120,         57,        100,        120,        100,        100,        120,        100,         57,        100,        120,        100,        100,        120,        100,         57,        100,        100,        100,        120,        100,        120,         57,        100,        100,        100,        120,        100,        120,         57, 
303 : monster_type_A_000,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        325,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
304 : monster_type_B_000,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        330,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
305 : monster_type_A_001,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        335,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
306 : monster_type_A_002,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        340,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
307 : monster_type_A_003,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        345,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
308 : monster_type_A_004,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        350,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
309 : monster_type_B_001,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        355,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
310 : monster_type_B_002,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        360,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
311 : monster_type_B_003,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        365,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
312 : monster_type_B_004,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        370,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
313 : monster_type_A_005,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        375,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
314 : monster_type_A_006,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        380,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
315 : monster_type_A_007,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        385,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
316 : monster_type_A_008,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        390,         67,          0,         -1,         -1,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
317 : monster_type_B_005,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        395,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
318 : monster_type_B_006,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        400,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
319 : monster_type_B_007,          1,          1,          0,          0,          1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        405,         67,          0,        952,        952,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100,        100, 
