           km_, km_totsugeki_exp, km_totsugeki_exp2, km_totsugeki_lv_base, km_totsugeki_lv_now, km_totsugeki_lv_battle, km_totsugeki_use_flag, km_sogeki_exp, km_sogeki_exp2, km_sogeki_lv_base, km_sogeki_lv_now, km_sogeki_lv_battle, km_sogeki_use_flag, km_kousaku_exp, km_kousaku_exp2, km_kousaku_lv_base, km_kousaku_lv_now, km_kousaku_lv_battle, km_kousaku_use_flag, km_kyujo_exp, km_kyujo_exp2, km_kyujo_lv_base, km_kyujo_lv_now, km_kyujo_lv_battle, km_kyujo_use_flag, km_senjutsu_exp, km_senjutsu_exp2, km_senjutsu_lv_base, km_senjutsu_lv_now, km_senjutsu_lv_battle, km_senjutsu_use_flag, km_senryaku_exp, km_senryaku_exp2, km_senryaku_lv_base, km_senryaku_lv_now, km_senryaku_lv_battle, km_senryaku_use_flag, km_kinki_exp, km_kinki_exp2, km_kinki_lv_base, km_kinki_lv_now, km_kinki_lv_battle, km_kinki_use_flag, 
305 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
306 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
307 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
308 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,        909,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
309 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
310 : btl_free_npc,        966,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
311 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
312 : btl_free_npc_091,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
313 : btl_free_npc_047,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
314 : btl_free_npc_059,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
315 : btl_free_npc_027,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
316 : btl_free_npc_028,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
317 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
318 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
319 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
320 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
321 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
322 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
323 : btl_free_npc,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
324 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
325 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
326 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,        260,          0,          6,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
327 : btl_free_npc_062,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
328 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,        260,          0,          6,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
329 : btl_free_npc_055,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
330 : btl_free_npc_030,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
331 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
332 : btl_free_npc_074,          0,          0,         -1,         -1,         -1,          0,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
333 : btl_free_npc_051,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
334 : btl_free_npc_094,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
335 : btl_pc_leucetius,        900,          0,          8,         -1,         -1,          0,        731,          0,          7,         -1,         -1,          0,       2000,          0,         12,         -1,         -1,          0,        260,          0,          6,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
336 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
337 : btl_free_npc,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
338 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
339 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
340 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
341 : btl_free_npc,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
342 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,        908,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
343 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
344 : btl_free_npc,        966,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
345 : btl_free_npc,        900,          0,          8,         -1,         -1,          0,        731,          0,          7,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,       1000,          0,         12,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
346 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
347 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          8,          0,          1,         -1,         -1,          0,         78,          0,          3,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
348 : btl_free_npc,        966,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
349 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,        260,          0,          6,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
350 : btl_free_npc_060,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
351 : btl_free_npc_009,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
352 : btl_free_npc_081,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
353 : btl_free_npc_095,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,        908,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
354 : btl_free_npc_054,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
355 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,        150,          0,          5,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
356 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
357 : btl_free_npc,       2300,          0,         14,         -1,         -1,          0,        900,          0,          8,         -1,         -1,          0,        900,          0,          8,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
358 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,       1000,          0,         12,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
359 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,       1000,          0,         12,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
360 : btl_free_npc_070,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
361 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
362 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
363 : btl_free_npc_044,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
364 : btl_free_npc,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
365 : pt_set_ev01_01,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
366 : pt_set_ev01_02,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
367 : pt_set_ev01_03,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
368 : pt_set_ev01_04,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
369 : pt_set_ev01_05,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
370 : pt_set_ev01_06,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
371 : pt_set_ev01_07,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
372 : pt_set_ev01_08,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
373 : pt_set_ev01_09,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
374 : pt_set_ev01,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
375 : pt_set_ev01,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
376 : pt_set_ev01,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
377 : pt_set_ev01,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
378 : pt_set_ev03_01,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
379 : pt_set_ev03_02,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
380 : pt_set_ev04_01,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
381 : pt_set_ev04_02,          0,          0,         -1,         -1,         -1,          0,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
382 : pt_set_ev05_01,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
383 : pt_set_ev05_02,          2,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
384 : pt_set_ev05_03,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
385 : pt_set_ev05_04,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
386 : pt_set_ev05_05,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
387 : pt_set_EV0310_01,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,          1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0,          0,          0,         -1,         -1,         -1,          0, 
