           km_, km_get_item,    km_cost, km_base_item,   km_daiji, km_material_1, km_material_1_num, km_material_1_key, km_material_2, km_material_2_num, km_material_2_key, km_material_3, km_material_3_num, km_material_3_key, km_material_4, km_material_4_num, km_material_4_key, 
1444 : katana_l_WLB020_quality_05,    8323407,     120960,    8323412,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1445 : katana_l_WLB020_quality_06,    8323407,     120960,    8323413,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1446 : axe_m_WMC040_defense_01,    8323505,     221760,    8323499,        289,    9044275,          3,          0,    9044403,          4,          0,    9044589,          6,          0,         -1,          0,          0, 
1447 : axe_m_WMC040_reflect_01,    8323506,     221760,    8323499,        289,    9044275,          3,          0,    9044344,          4,          0,    9044589,          6,          0,         -1,          0,          0, 
1448 : axe_m_WMC040_defense_02,    8323505,     221760,    8323506,        289,    9044275,          3,          0,    9044403,          4,          0,    9044589,          6,          0,         -1,          0,          0, 
1449 : axe_m_WMC040_reflect_02,    8323506,     221760,    8323505,        289,    9044275,          3,          0,    9044344,          4,          0,    9044589,          6,          0,         -1,          0,          0, 
1450 : axe_x_WXC020_fine,    8323562,     211680,    8323561,        289,    9044250,          3,          0,    9044706,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1451 : hammer_l_WLD040_defense_01,    8323675,     262080,    8323669,        289,    9044275,          3,          0,    9044403,          4,          0,    9044579,          6,          0,         -1,          0,          0, 
1452 : hammer_l_WLD040_reflect_01,    8323676,     262080,    8323669,        289,    9044275,          3,          0,    9044344,          4,          0,    9044579,          6,          0,         -1,          0,          0, 
1453 : hammer_l_WLD040_defense_02,    8323675,     262080,    8323676,        289,    9044275,          3,          0,    9044403,          4,          0,    9044579,          6,          0,         -1,          0,          0, 
1454 : hammer_l_WLD040_reflect_02,    8323676,     262080,    8323675,        289,    9044275,          3,          0,    9044344,          4,          0,    9044579,          6,          0,         -1,          0,          0, 
1455 : lance_l_WLE040_fine,    8323813,     219240,    8323812,        289,    9044250,          3,          0,    9044579,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1456 : lance_x_WXE020_quality_01,    8323841,     156240,    8323840,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1457 : lance_x_WXE020_quality_02,    8323841,     156240,    8323843,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1458 : lance_x_WXE020_quality_03,    8323841,     156240,    8323844,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1459 : lance_x_WXE020_quality_04,    8323841,     156240,    8323845,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1460 : lance_x_WXE020_quality_05,    8323841,     156240,    8323846,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1461 : lance_x_WXE020_quality_06,    8323841,     156240,    8323847,        289,    9044248,          5,          0,    9044323,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1462 : staff_s_WSF020_defense_01,    8323876,     221760,    8323870,        289,    9044275,          3,          0,    9044403,          4,          0,    9044741,          6,          0,         -1,          0,          0, 
1463 : staff_s_WSF020_reflect_01,    8323877,     221760,    8323870,        289,    9044275,          3,          0,    9044344,          4,          0,    9044741,          6,          0,         -1,          0,          0, 
1464 : staff_s_WSF020_defense_02,    8323876,     221760,    8323877,        289,    9044275,          3,          0,    9044403,          4,          0,    9044741,          6,          0,         -1,          0,          0, 
1465 : staff_s_WSF020_reflect_02,    8323877,     221760,    8323876,        289,    9044275,          3,          0,    9044344,          4,          0,    9044741,          6,          0,         -1,          0,          0, 
1466 : staff_s_WSF030_fine,    8323881,     166320,    8323880,        289,    9044250,          3,          0,    9044741,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1467 : shield_m_WMG030_fine,    8324141,     151200,    8324140,        289,    9044248,          5,          0,    9044741,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1468 : shield_x_WXG020_fire_01,    8324209,     235200,    8324206,        289,    9044258,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1469 : shield_x_WXG020_thunder_01,    8324210,     235200,    8324206,        289,    9044262,          5,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1470 : shield_x_WXG020_ice_01,    8324211,     235200,    8324206,        289,    9044260,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1471 : shield_x_WXG020_acid_01,    8324212,     235200,    8324206,        289,    9044261,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1472 : shield_x_WXG020_poison_01,    8324213,     235200,    8324206,        289,    9044259,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1473 : shield_x_WXG020_thunder_02,    8324210,     235200,    8324209,        289,    9044262,          5,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1474 : shield_x_WXG020_ice_02,    8324211,     235200,    8324209,        289,    9044260,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1475 : shield_x_WXG020_acid_02,    8324212,     235200,    8324209,        289,    9044261,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1476 : shield_x_WXG020_poison_02,    8324213,     235200,    8324209,        289,    9044259,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1477 : shield_x_WXG020_fire_03,    8324209,     235200,    8324210,        289,    9044258,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1478 : shield_x_WXG020_ice_03,    8324211,     235200,    8324210,        289,    9044260,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1479 : shield_x_WXG020_acid_03,    8324212,     235200,    8324210,        289,    9044261,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1480 : shield_x_WXG020_poison_03,    8324213,     235200,    8324210,        289,    9044259,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1481 : shield_x_WXG020_fire_04,    8324209,     235200,    8324211,        289,    9044258,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1482 : shield_x_WXG020_thunder_04,    8324210,     235200,    8324211,        289,    9044262,          5,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1483 : shield_x_WXG020_acid_04,    8324212,     235200,    8324211,        289,    9044261,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1484 : shield_x_WXG020_poison_04,    8324213,     235200,    8324211,        289,    9044259,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1485 : shield_x_WXG020_fire_05,    8324209,     235200,    8324212,        289,    9044258,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1486 : shield_x_WXG020_thunder_05,    8324210,     235200,    8324212,        289,    9044262,          5,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1487 : shield_x_WXG020_ice_05,    8324211,     235200,    8324212,        289,    9044260,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1488 : shield_x_WXG020_poison_05,    8324213,     235200,    8324212,        289,    9044259,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1489 : shield_x_WXG020_fire_06,    8324209,     235200,    8324213,        289,    9044258,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1490 : shield_x_WXG020_thunder_06,    8324210,     235200,    8324213,        289,    9044262,          5,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1491 : shield_x_WXG020_ice_06,    8324211,     235200,    8324213,        289,    9044260,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1492 : shield_x_WXG020_acid_06,    8324212,     235200,    8324213,        289,    9044261,          6,          0,    9044270,          5,          0,    9044715,          6,          0,         -1,          0,          0, 
1493 : shield_x_WXG020_fire_07,    8324209,     235200,    8324208,         -1,    9044258,          6,          0,    9044270,          5,          0,         -1,          0,          0,         -1,          0,          0, 
1494 : shield_x_WXG020_thunder_07,    8324210,     235200,    8324208,         -1,    9044262,          5,          0,    9044270,          5,          0,         -1,          0,          0,         -1,          0,          0, 
1495 : shield_x_WXG020_ice_07,    8324211,     235200,    8324208,         -1,    9044260,          6,          0,    9044270,          5,          0,         -1,          0,          0,         -1,          0,          0, 
1496 : shield_x_WXG020_acid_07,    8324212,     235200,    8324208,         -1,    9044261,          6,          0,    9044270,          5,          0,         -1,          0,          0,         -1,          0,          0, 
1497 : shield_x_WXG020_poison_07,    8324213,     235200,    8324208,         -1,    9044259,          6,          0,    9044270,          5,          0,         -1,          0,          0,         -1,          0,          0, 
1498 :       Gaap,    8324003,     317520,    8324002,        289,    9044275,          3,          0,    9044741,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1499 : Halphas_3_01,    8324015,     332640,    8324014,        289,    9044275,          3,          0,    9044589,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1500 : Halphas_3_02,    8324015,     332640,    8324013,        289,    9044275,          3,          0,    9044589,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1501 : Halphas_3_03,    8324015,     332640,    8324007,        289,    9044275,          3,          0,    9044589,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1502 : Orobas_3_01,    8324073,     393120,    8324072,        289,    9044275,          3,          0,    9044715,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1503 : Orobas_3_02,    8324073,     393120,    8324071,        289,    9044275,          3,          0,    9044715,          6,          0,    9044750,          4,          0,         -1,          0,          0, 
1504 : remnant_katana_WMB040_gekabijin_____kai,    8323090,     400000,    8323079,        288,    9044275,          2,          0,    9044589,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1505 : remnant_hammer_WMD040_daidaros______kai,    8323094,     400000,    8323081,        288,    9044275,          2,          0,    9044589,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1506 : remnant_lance__WME040_schiavona_____kai,    8323084,     400000,    8323076,        288,    9044275,          2,          0,    9044589,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1507 : remnant_lance__WLE050_maristosk_____kai,    8323096,     400000,    8323082,        288,    9044275,          2,          0,    9044579,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1508 : remnant_staff__WSF040_ribathi_staff_kai,    8323098,     400000,    8323083,        288,    9044275,          2,          0,    9044741,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1509 : sword_m_WMA050_crystal,    8323203,     202400,    8323200,         -1,    9044249,          4,          0,    9044697,          6,          0,    9044511,          8,          0,         -1,          0,          0, 
1510 : sword_l_WLA030_crystal,    8323263,     232760,    8323260,         -1,    9044249,          4,          0,    9044697,          6,          0,    9044511,          8,          0,         -1,          0,          0, 
1511 : katana_s_WSB030_crystal,    8323341,     192280,    8323338,         -1,    9044249,          4,          0,    9044570,          6,          0,    9044776,          8,          0,         -1,          0,          0, 
1512 : katana_m_WMB020_crystal,    8323374,     212520,    8323371,         -1,    9044249,          4,          0,    9044570,          6,          0,    9044776,          8,          0,         -1,          0,          0, 
1513 : axe_s_WSC020_crystal,    8323461,     202400,    8323458,         -1,    9044249,          4,          0,    9044598,          6,          0,    9044677,          8,          0,         -1,          0,          0, 
1514 : axe_l_WLC030_crystal,    8323533,     253000,    8323530,         -1,    9044249,          4,          0,    9044598,          6,          0,    9044677,          8,          0,         -1,          0,          0, 
1515 : hammer_m_WMD020_crystal,    8323625,     232760,    8323622,         -1,    9044249,          4,          0,    9044540,          6,          0,    9044607,          8,          0,         -1,          0,          0, 
1516 : hammer_l_WLD030_crystal,    8323658,     263120,    8323655,         -1,    9044249,          4,          0,    9044540,          6,          0,    9044607,          8,          0,         -1,          0,          0, 
1517 : hammer_x_WXD020_crystal,    8323704,     293480,    8323701,         -1,    9044249,          4,          0,    9044540,          6,          0,    9044607,          8,          0,         -1,          0,          0, 
1518 : lance_x_WXE010_crystal,    8323837,     313720,    8323834,         -1,    9044249,          4,          0,    9044551,          6,          0,    9044647,          8,          0,         -1,          0,          0, 
1519 : staff_m_WMF040_crystal,    8323926,     242880,    8323923,         -1,    9044249,          4,          0,    9044598,          6,          0,    9044618,          8,          0,         -1,          0,          0, 
1520 : staff_l_WLF020_crystal,    8323952,     273240,    8323949,         -1,    9044249,          4,          0,    9044598,          6,          0,    9044618,          8,          0,         -1,          0,          0, 
1521 : shield_l_WLG030_crystal,    8324177,     242880,    8324173,         -1,    9044249,          4,          0,    9044551,          6,          0,    9044628,          8,          0,         -1,          0,          0, 
1522 : shield_x_WXG010_crystal,    8324203,     283360,    8324199,         -1,    9044249,          4,          0,    9044551,          6,          0,    9044628,          8,          0,         -1,          0,          0, 
1523 : shield_s_WSG020_fine_01,    8324106,      99360,    8324105,         -1,    9044275,          5,          0,    9044697,          6,          0,    9044750,          6,          0,         -1,          0,          0, 
1524 : shield_s_WSG020_fine_02,    8324106,      99360,    8324107,         -1,    9044275,          5,          0,    9044697,          6,          0,    9044750,          6,          0,         -1,          0,          0, 
1525 : shield_s_WSG020_fine_03,    8324106,      99360,    8324108,         -1,    9044275,          5,          0,    9044697,          6,          0,    9044750,          6,          0,         -1,          0,          0, 
1526 : shield_s_WSG020_fine_04,    8324106,      99360,    8324109,         -1,    9044275,          5,          0,    9044697,          6,          0,    9044750,          6,          0,         -1,          0,          0, 
1527 : shield_s_WSG020_fine_05,    8324106,      99360,    8324110,         -1,    9044275,          5,          0,    9044697,          6,          0,    9044750,          6,          0,         -1,          0,          0, 
1528 : sword_m_WMA060_defense_01,    8323226,     220800,    8323220,        289,    9044275,          5,          0,    9044403,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1529 : sword_m_WMA060_reflect_01,    8323227,     220800,    8323220,        289,    9044275,          5,          0,    9044344,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1530 : sword_m_WMA060_defense_02,    8323226,     220800,    8323227,        289,    9044275,          5,          0,    9044403,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1531 : sword_m_WMA060_reflect_02,    8323227,     220800,    8323226,        289,    9044275,          5,          0,    9044344,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1532 : sword_l_WLA040_defense_01,    8323280,     253920,    8323274,        289,    9044275,          5,          0,    9044403,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1533 : sword_l_WLA040_reflect_01,    8323281,     253920,    8323274,        289,    9044275,          5,          0,    9044344,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1534 : sword_l_WLA040_defense_02,    8323280,     253920,    8323281,        289,    9044275,          5,          0,    9044403,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1535 : sword_l_WLA040_reflect_02,    8323281,     253920,    8323280,        289,    9044275,          5,          0,    9044344,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1536 : sword_x_WXA020_quality_01,    8323306,     143520,    8323305,        289,    9044248,          8,          0,    9044323,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1537 : sword_x_WXA020_quality_02,    8323306,     143520,    8323308,        289,    9044248,          8,          0,    9044323,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1538 : sword_x_WXA020_quality_03,    8323306,     143520,    8323309,        289,    9044248,          8,          0,    9044323,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1539 : sword_x_WXA020_quality_04,    8323306,     143520,    8323310,        289,    9044248,          8,          0,    9044323,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1540 : sword_x_WXA020_quality_05,    8323306,     143520,    8323311,        289,    9044248,          8,          0,    9044323,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1541 : sword_x_WXA020_quality_06,    8323306,     143520,    8323312,        289,    9044248,          8,          0,    9044323,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1542 : katana_l_WLB020_fine,    8323408,     198720,    8323407,        289,    9044250,          5,          0,    9044598,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1543 : axe_x_WXC020_defense_01,    8323568,     309120,    8323562,        289,    9044275,          5,          0,    9044403,          6,          0,    9044551,          6,          0,         -1,          0,          0, 
1544 : axe_x_WXC020_reflect_01,    8323569,     309120,    8323562,        289,    9044275,          5,          0,    9044344,          6,          0,    9044551,          6,          0,         -1,          0,          0, 
1545 : axe_x_WXC020_defense_02,    8323568,     309120,    8323569,        289,    9044275,          5,          0,    9044403,          6,          0,    9044551,          6,          0,         -1,          0,          0, 
1546 : axe_x_WXC020_reflect_02,    8323569,     309120,    8323568,        289,    9044275,          5,          0,    9044344,          6,          0,    9044551,          6,          0,         -1,          0,          0, 
1547 : hammer_x_WXD030_fire_01,    8323710,     273520,    8323707,        289,    9044258,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1548 : hammer_x_WXD030_thunder_01,    8323711,     260160,    8323707,        289,    9044262,          7,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1549 : hammer_x_WXD030_ice_01,    8323712,     280160,    8323707,        289,    9044260,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1550 : hammer_x_WXD030_acid_01,    8323713,     253520,    8323707,        289,    9044261,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1551 : hammer_x_WXD030_poison_01,    8323714,     266800,    8323707,        289,    9044259,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1552 : hammer_x_WXD030_thunder_02,    8323711,     260160,    8323710,        289,    9044262,          7,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1553 : hammer_x_WXD030_ice_02,    8323712,     280160,    8323710,        289,    9044260,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1554 : hammer_x_WXD030_acid_02,    8323713,     253520,    8323710,        289,    9044261,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1555 : hammer_x_WXD030_poison_02,    8323714,     266800,    8323710,        289,    9044259,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1556 : hammer_x_WXD030_fire_03,    8323710,     273520,    8323711,        289,    9044258,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1557 : hammer_x_WXD030_ice_03,    8323712,     280160,    8323711,        289,    9044260,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1558 : hammer_x_WXD030_acid_03,    8323713,     253520,    8323711,        289,    9044261,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1559 : hammer_x_WXD030_poison_03,    8323714,     266800,    8323711,        289,    9044259,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1560 : hammer_x_WXD030_fire_04,    8323710,     273520,    8323712,        289,    9044258,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1561 : hammer_x_WXD030_thunder_04,    8323711,     260160,    8323712,        289,    9044262,          7,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1562 : hammer_x_WXD030_acid_04,    8323713,     253520,    8323712,        289,    9044261,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1563 : hammer_x_WXD030_poison_04,    8323714,     266800,    8323712,        289,    9044259,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1564 : hammer_x_WXD030_fire_05,    8323710,     273520,    8323713,        289,    9044258,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1565 : hammer_x_WXD030_thunder_05,    8323711,     260160,    8323713,        289,    9044262,          7,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1566 : hammer_x_WXD030_ice_05,    8323712,     280160,    8323713,        289,    9044260,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1567 : hammer_x_WXD030_poison_05,    8323714,     266800,    8323713,        289,    9044259,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1568 : hammer_x_WXD030_fire_06,    8323710,     273520,    8323714,        289,    9044258,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1569 : hammer_x_WXD030_thunder_06,    8323711,     260160,    8323714,        289,    9044262,          7,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1570 : hammer_x_WXD030_ice_06,    8323712,     280160,    8323714,        289,    9044260,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1571 : hammer_x_WXD030_acid_06,    8323713,     253520,    8323714,        289,    9044261,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1572 : hammer_x_WXD030_fire_07,    8323710,     273520,    8323709,        289,    9044258,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1573 : hammer_x_WXD030_thunder_07,    8323711,     260160,    8323709,        289,    9044262,          7,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1574 : hammer_x_WXD030_ice_07,    8323712,     280160,    8323709,        289,    9044260,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1575 : hammer_x_WXD030_acid_07,    8323713,     253520,    8323709,        289,    9044261,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1576 : hammer_x_WXD030_poison_07,    8323714,     266800,    8323709,        289,    9044259,          8,          0,    9044270,          8,          0,    9044697,          6,          0,         -1,          0,          0, 
1577 : lance_l_WLE040_defense_01,    8323819,     320160,    8323813,        289,    9044275,          5,          0,    9044403,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1578 : lance_l_WLE040_reflect_01,    8323820,     320160,    8323813,        289,    9044275,          5,          0,    9044344,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1579 : lance_l_WLE040_defense_02,    8323819,     320160,    8323820,        289,    9044275,          5,          0,    9044403,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1580 : lance_l_WLE040_reflect_02,    8323820,     320160,    8323819,        289,    9044275,          5,          0,    9044344,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1581 : lance_x_WXE020_fine,    8323842,     256680,    8323841,        289,    9044250,          5,          0,    9044598,          6,          0,    9044313,          1,          0,         -1,          0,          0, 
1582 : staff_s_WSF030_defense_01,    8323887,     242880,    8323881,        289,    9044275,          5,          0,    9044403,          6,          0,    9044540,          6,          0,         -1,          0,          0, 
1583 : staff_s_WSF030_reflect_01,    8323888,     242880,    8323881,        289,    9044275,          5,          0,    9044344,          6,          0,    9044540,          6,          0,         -1,          0,          0, 
1584 : staff_s_WSF030_defense_02,    8323887,     242880,    8323888,        289,    9044275,          5,          0,    9044403,          6,          0,    9044540,          6,          0,         -1,          0,          0, 
1585 : staff_s_WSF030_reflect_02,    8323888,     242880,    8323887,        289,    9044275,          5,          0,    9044344,          6,          0,    9044540,          6,          0,         -1,          0,          0, 
1586 : staff_x_WXF010_fire_01,    8323970,     282960,    8323967,        289,    9044258,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1587 : staff_x_WXF010_thunder_01,    8323971,     269120,    8323967,        289,    9044262,          7,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1588 : staff_x_WXF010_ice_01,    8323972,     289800,    8323967,        289,    9044260,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1589 : staff_x_WXF010_acid_01,    8323973,     262200,    8323967,        289,    9044261,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1590 : staff_x_WXF010_poison_01,    8323974,     276000,    8323967,        289,    9044259,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1591 : staff_x_WXF010_thunder_02,    8323971,     269120,    8323970,        289,    9044262,          7,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1592 : staff_x_WXF010_ice_02,    8323972,     289800,    8323970,        289,    9044260,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1593 : staff_x_WXF010_acid_02,    8323973,     262200,    8323970,        289,    9044261,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1594 : staff_x_WXF010_poison_02,    8323974,     276000,    8323970,        289,    9044259,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1595 : staff_x_WXF010_fire_03,    8323970,     282960,    8323971,        289,    9044258,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1596 : staff_x_WXF010_ice_03,    8323972,     289800,    8323971,        289,    9044260,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1597 : staff_x_WXF010_acid_03,    8323973,     262200,    8323971,        289,    9044261,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1598 : staff_x_WXF010_poison_03,    8323974,     276000,    8323971,        289,    9044259,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1599 : staff_x_WXF010_fire_04,    8323970,     282960,    8323972,        289,    9044258,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1600 : staff_x_WXF010_thunder_04,    8323971,     269120,    8323972,        289,    9044262,          7,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1601 : staff_x_WXF010_acid_04,    8323973,     262200,    8323972,        289,    9044261,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1602 : staff_x_WXF010_poison_04,    8323974,     276000,    8323972,        289,    9044259,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1603 : staff_x_WXF010_fire_05,    8323970,     282960,    8323973,        289,    9044258,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1604 : staff_x_WXF010_thunder_05,    8323971,     269120,    8323973,        289,    9044262,          7,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1605 : staff_x_WXF010_ice_05,    8323972,     289800,    8323973,        289,    9044260,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1606 : staff_x_WXF010_poison_05,    8323974,     276000,    8323973,        289,    9044259,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1607 : staff_x_WXF010_fire_06,    8323970,     282960,    8323974,        289,    9044258,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1608 : staff_x_WXF010_thunder_06,    8323971,     269120,    8323974,        289,    9044262,          7,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1609 : staff_x_WXF010_ice_06,    8323972,     289800,    8323974,        289,    9044260,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1610 : staff_x_WXF010_acid_06,    8323973,     262200,    8323974,        289,    9044261,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1611 : staff_x_WXF010_fire_07,    8323970,     282960,    8323969,        289,    9044258,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1612 : staff_x_WXF010_thunder_07,    8323971,     269120,    8323969,        289,    9044262,          7,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1613 : staff_x_WXF010_ice_07,    8323972,     289800,    8323969,        289,    9044260,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
