           km_, km_ms01_exp, km_ms01_exp2, km_ms01_lv, km_ms02_exp, km_ms02_exp2, km_ms02_lv, km_ms03_exp, km_ms03_exp2, km_ms03_lv, km_ms04_exp, km_ms04_exp2, km_ms04_lv, km_ms05_exp, km_ms05_exp2, km_ms05_lv, km_ms06_exp, km_ms06_exp2, km_ms06_lv, km_ms07_exp, km_ms07_exp2, km_ms07_lv, km_ms08_exp, km_ms08_exp2, km_ms08_lv, km_ms09_exp, km_ms09_exp2, km_ms09_lv, km_ms10_exp, km_ms10_exp2, km_ms10_lv, km_ms11_exp, km_ms11_exp2, km_ms11_lv, km_ms12_exp, km_ms12_exp2, km_ms12_lv, km_ms13_exp, km_ms13_exp2, km_ms13_lv, km_ms14_exp, km_ms14_exp2, km_ms14_lv, km_ms15_exp, km_ms15_exp2, km_ms15_lv, km_ms16_exp, km_ms16_exp2, km_ms16_lv, 
2369 : btl_free_npc_236_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2370 : btl_free_npc_236_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2371 : btl_free_npc_236_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2372 : btl_free_npc_236_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2373 : btl_free_npc_303_magic_totsugeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2374 : btl_free_npc_303_magic_sogeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2375 : btl_free_npc_303_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2376 : btl_free_npc_303_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2377 : btl_free_npc_303_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2378 : btl_free_npc_303_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2379 : btl_free_npc_303_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2380 : btl_free_npc_301_magic_totsugeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2381 : btl_free_npc_301_magic_sogeki,        106,          0,          3,        169,          0,          3,         57,          0,          2,         57,          0,          2,          0,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2382 : btl_free_npc_301_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2383 : btl_free_npc_301_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2384 : btl_free_npc_301_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2385 : btl_free_npc_301_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2386 : btl_free_npc_301_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2387 : btl_free_npc_203_magic_totsugeki,        106,          0,          3,        169,          0,          3,         57,          0,          2,         86,          0,          2,          0,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2388 : btl_free_npc_203_magic_sogeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2389 : btl_free_npc_203_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2390 : btl_free_npc_203_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2391 : btl_free_npc_203_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2392 : btl_free_npc_203_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2393 : btl_free_npc_203_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2394 : btl_free_npc_241_magic_totsugeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2395 : btl_free_npc_241_magic_sogeki,        111,          0,          3,        174,          0,          3,         62,          0,          2,         62,          0,          2,          5,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2396 : btl_free_npc_241_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2397 : btl_free_npc_241_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2398 : btl_free_npc_241_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2399 : btl_free_npc_241_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2400 : btl_free_npc_241_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2401 : btl_free_npc_183_magic_totsugeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2402 : btl_free_npc_183_magic_sogeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2403 : btl_free_npc_183_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2404 : btl_free_npc_183_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2405 : btl_free_npc_183_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2406 : btl_free_npc_183_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2407 : btl_free_npc_183_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2408 : btl_free_npc_171_magic_totsugeki,        145,          0,          3,        208,          0,          3,         96,          0,          2,        125,          0,          2,         39,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2409 : btl_free_npc_171_magic_sogeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2410 : btl_free_npc_171_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2411 : btl_free_npc_171_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2412 : btl_free_npc_171_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2413 : btl_free_npc_171_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2414 : btl_free_npc_171_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2415 : btl_free_npc_189_magic_totsugeki,        106,          0,          3,         57,          0,          2,         57,          0,          2,          0,          0,          1,          0,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2416 : btl_free_npc_189_magic_sogeki,        106,          0,          3,         57,          0,          2,         57,          0,          2,          0,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2417 : btl_free_npc_189_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2418 : btl_free_npc_189_magic_kyujo,         55,          0,          3,         83,          0,          3,         39,          0,          2,         47,          0,          2,          0,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2419 : btl_free_npc_189_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2420 : btl_free_npc_189_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2421 : btl_free_npc_189_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2422 : btl_free_npc_169_magic_totsugeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2423 : btl_free_npc_169_magic_sogeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2424 : btl_free_npc_169_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2425 : btl_free_npc_169_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2426 : btl_free_npc_169_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2427 : btl_free_npc_169_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2428 : btl_free_npc_169_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2429 : btl_free_npc_153_magic_totsugeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2430 : btl_free_npc_153_magic_sogeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2431 : btl_free_npc_153_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2432 : btl_free_npc_153_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2433 : btl_free_npc_153_magic_senjutsu,          5,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2434 : btl_free_npc_153_magic_senryaku,         37,          0,          2,          5,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2435 : btl_free_npc_153_magic_kinki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2436 : btl_free_npc_154_magic_totsugeki,        145,          0,          3,        208,          0,          3,         96,          0,          2,        125,          0,          2,         39,          0,          1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2437 : btl_free_npc_154_magic_sogeki,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2438 : btl_free_npc_154_magic_kousaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2439 : btl_free_npc_154_magic_kyujo,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2440 : btl_free_npc_154_magic_senjutsu,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
2441 : btl_free_npc_154_magic_senryaku,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1,          0,          0,         -1, 
