           km_, km_check_num, km_union_type, km_check_num_1, km_union_id, km_entry_group_set, km_position_x, km_position_y, km_direction, km_wait_no, km_wait_turn, km_is_think, 
1330 :          @,          0,          0,          0,          2,        -12,       1200,       4600,        245,          0,          0,          0, 
1331 :          @,          0,          0,          0,          3,        -13,       2300,       4400,        245,          0,          0,          0, 
1332 :          @,          0,          0,          0,          4,        -14,       3400,       4200,        245,          0,          0,          0, 
1333 :          @,          0,          0,          0,          5,        -15,       1900,       5600,        245,          0,          0,          0, 
1334 :          @,          0,          0,          0,          6,        -16,       3000,       5300,        245,          0,          0,          0, 
1335 :          @,          0,          0,          0,          7,        -17,          0,          0,          0,          0,          0,          0, 
1336 :          @,          0,          1,         15,          0,    8072043,        400,      -2400,         65,          0,          0,          0, 
1337 :          @,          0,          1,          0,          1,    8072048,      -1000,       -700,         65,          0,          0,          0, 
1338 :          @,          0,          1,          0,          2,    8072053,      -3200,        700,         65,          0,          0,          0, 
1339 :          @,          0,          1,          0,          3,    8072058,       -700,      -8200,         70,          1,         -1,          1, 
1340 :          @,          0,          1,          0,          4,    8072063,       -900,      -9400,         70,          2,         -1,          1, 
1341 :          @,          0,          1,          0,          5,    8072068,      -6000,      -6700,         70,          3,         -1,          1, 
1342 :          @,          0,          1,          0,          6,    8072073,      -6600,      -7800,         70,          4,         -1,          1, 
1343 :          @,          0,          1,          0,          7,    8072078,      -3100,     -11700,         70,          5,         -1,          1, 
1344 :          @,          0,          1,          0,          8,    8072083,      -2500,     -12800,         70,          6,         -1,          1, 
1345 :          @,          0,          1,          0,          9,    8072088,      -5200,     -19700,         70,          7,         -1,          1, 
1346 :          @,          0,          1,          0,         10,    8072093,      -6200,     -19000,         70,          8,         -1,          1, 
1347 :          @,          0,          1,          0,         11,    8072098,      -6300,     -20100,         70,          9,         -1,          1, 
1348 :          @,          0,          1,          0,         12,    8072103,          0,          0,        245,         10,         -1,          1, 
1349 :          @,          0,          1,          0,         13,    8072108,      -7600,     -19300,         70,         11,         -1,          1, 
1350 :          @,          0,          1,          0,         14,    8072113,          0,          0,        245,         12,         -1,          1, 
1351 : QE0150_001_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1352 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1353 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1354 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1355 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1356 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1357 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1358 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1359 :          @,          0,          1,          3,          0,    8072118,       1000,          0,        180,          0,          0,          0, 
1360 :          @,          0,          1,          0,          1,    8072123,       1600,      -1800,        180,          0,          0,          0, 
1361 :          @,          0,          1,          0,          2,    8072128,       1600,       1800,        180,          0,          0,          0, 
1362 : QE0150_002_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1363 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1364 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1365 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1366 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1367 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1368 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1369 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1370 :          @,          0,          1,          3,          0,    8072133,       1000,          0,        180,          0,          0,          0, 
1371 :          @,          0,          1,          0,          1,    8072138,       1600,      -1800,        180,          0,          0,          0, 
1372 :          @,          0,          1,          0,          2,    8072143,       1600,       1800,        180,          0,          0,          0, 
1373 : QE0150_003_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1374 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1375 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1376 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1377 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1378 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1379 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1380 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1381 :          @,          0,          1,          3,          0,    8072148,       1000,          0,        180,          0,          0,          0, 
1382 :          @,          0,          1,          0,          1,    8072153,       1600,      -1800,        180,          0,          0,          0, 
1383 :          @,          0,          1,          0,          2,    8072158,       1600,       1800,        180,          0,          0,          0, 
1384 : QE0150_004_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1385 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1386 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1387 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1388 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1389 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1390 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1391 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1392 :          @,          0,          1,          5,          0,    8072163,       1000,          0,        180,          0,          0,          0, 
1393 :          @,          0,          1,          0,          1,    8072168,       1600,      -1800,        180,          0,          0,          0, 
1394 :          @,          0,          1,          0,          2,    8072173,       1600,       1800,        180,          0,          0,          0, 
1395 :          @,          0,          1,          0,          3,    8072178,        600,      -2200,        180,          0,          0,          0, 
1396 :          @,          0,          1,          0,          4,    8072183,        600,       2200,        180,          0,          0,          0, 
1397 : QE0160_001_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1398 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1399 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1400 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1401 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1402 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1403 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1404 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1405 :          @,          0,          1,          1,          0,    8072188,       1000,          0,        180,          0,          0,          0, 
1406 : QE0280_001_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1407 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1408 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1409 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1410 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1411 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1412 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1413 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1414 :          @,          0,          1,          4,          0,    8072193,       1000,          0,        180,          0,          0,          0, 
1415 :          @,          0,          1,          0,          1,    8072198,       1600,      -1800,        180,          0,          0,          0, 
1416 :          @,          0,          1,          0,          2,    8072203,       1600,       1800,        180,          0,          0,          0, 
1417 :          @,          0,          1,          0,          3,    8072208,        600,      -2200,        180,          0,          0,          0, 
1418 : QE0350_001_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1419 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1420 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1421 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1422 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1423 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1424 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1425 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1426 :          @,          0,          1,          5,          0,    8072213,       1000,          0,        180,          0,          0,          0, 
1427 :          @,          0,          1,          0,          1,    8072218,       1600,      -1200,        180,          0,          0,          0, 
1428 :          @,          0,          1,          0,          2,    8072223,       1600,       1200,        180,          0,          0,          0, 
1429 :          @,          0,          1,          0,          3,    8072228,        600,      -2200,        180,          0,          0,          0, 
1430 :          @,          0,          1,          0,          4,    8072233,        600,       2200,        180,          0,          0,          0, 
1431 : QE0350_002_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1432 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1433 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1434 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1435 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1436 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1437 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1438 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1439 :          @,          0,          1,          5,          0,    8072238,       1000,          0,        180,          0,          0,          0, 
1440 :          @,          0,          1,          0,          1,    8072243,       1600,      -1200,        180,          0,          0,          0, 
1441 :          @,          0,          1,          0,          2,    8072248,       1600,       1200,        180,          0,          0,          0, 
1442 :          @,          0,          1,          0,          3,    8072253,        600,      -2200,        180,          0,          0,          0, 
1443 :          @,          0,          1,          0,          4,    8072258,        600,       2200,        180,          0,          0,          0, 
1444 : QE0400_001_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1445 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1446 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1447 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1448 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1449 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1450 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1451 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1452 :          @,          0,          1,          5,          0,    8072263,       1600,          0,        180,          0,          0,          0, 
1453 :          @,          0,          1,          0,          1,    8072268,       1000,      -2000,        180,          0,          0,          0, 
1454 :          @,          0,          1,          0,          2,    8072273,       2200,       -600,        180,          0,          0,          0, 
1455 :          @,          0,          1,          0,          3,    8072278,       2200,        600,        180,          0,          0,          0, 
1456 :          @,          0,          1,          0,          4,    8072283,       1000,       2000,        180,          0,          0,          0, 
1457 : QE1210_001_BTL,          2,          0,          8,          0,        -10,       4000,          0,        180,          0,          0,          0, 
1458 :          @,          0,          0,          0,          1,        -11,       3600,       -800,        180,          0,          0,          0, 
1459 :          @,          0,          0,          0,          2,        -12,       3600,        800,        180,          0,          0,          0, 
1460 :          @,          0,          0,          0,          3,        -13,       2800,      -1200,        180,          0,          0,          0, 
1461 :          @,          0,          0,          0,          4,        -14,       2800,       1200,        180,          0,          0,          0, 
1462 :          @,          0,          0,          0,          5,        -15,       4000,      -1600,        180,          0,          0,          0, 
1463 :          @,          0,          0,          0,          6,        -16,       4000,       1600,        180,          0,          0,          0, 
1464 :          @,          0,          0,          0,          7,        -17,          0,          0,          0,          0,          0,          0, 
1465 :          @,          0,          1,         12,          0,    8072288,      -2800,       -800,          0,          0,          0,          0, 
1466 :          @,          0,          1,          0,          1,    8072293,      -2400,       1200,          0,          0,          0,          0, 
1467 :          @,          0,          1,          0,          2,    8072298,      -3600,        800,          0,          0,          0,          0, 
1468 :          @,          0,          1,          0,          3,    8072303,      -4000,      -1200,          0,          0,          0,          0, 
1469 :          @,          0,          1,          0,          4,    8072308,      -4000,          0,          0,          0,          0,          0, 
1470 :          @,          0,          1,          0,          5,    8072313,       -800,       -400,          0,          0,          0,          0, 
1471 :          @,          0,          1,          0,          6,    8072313,        400,      -3200,         90,          1,         -1,          1, 
1472 :          @,          0,          1,          0,          7,    8072318,       -400,        400,          0,          0,          0,          0, 
1473 :          @,          0,          1,          0,          8,    8072318,       -400,      -3500,         90,          2,         -1,          1, 
1474 :          @,          0,          1,          0,          9,    8072323,          0,       3200,        270,          3,         -1,          1, 
1475 :          @,          0,          1,          0,         10,    8072328,        800,       3500,        270,          4,         -1,          1, 
1476 :          @,          0,          1,          0,         11,    8072333,       -800,       3500,        270,          5,         -1,          1, 
1477 : QE0180_001_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
1478 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
1479 :          @,          0,          0,          0,          2,        -12,      -2200,      -1200,          0,          0,          0,          0, 
1480 :          @,          0,          0,          0,          3,        -13,      -1600,      -1800,          0,          0,          0,          0, 
1481 :          @,          0,          0,          0,          4,        -14,      -1600,        600,          0,          0,          0,          0, 
1482 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
1483 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1484 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1485 :          @,          0,          1,          2,          0,    8072338,       1000,          0,        180,          0,          0,          0, 
1486 :          @,          0,          1,          0,          1,    8072343,       1600,      -1000,        180,          0,          0,          0, 
1487 : QE0340_001_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1488 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1489 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1490 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1491 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1492 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1493 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1494 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1495 :          @,          0,          1,          1,          0,    8072348,       1000,          0,        180,          0,          0,          0, 
1496 : QE0340_002_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1497 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1498 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1499 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1500 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1501 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1502 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1503 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1504 :          @,          0,          1,          2,          0,    8072353,       1000,          0,        180,          0,          0,          0, 
1505 :          @,          0,          1,          0,          1,    8072358,       1600,       1200,        180,          0,          0,          0, 
1506 : QE0340_003_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1507 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1508 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1509 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1510 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1511 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1512 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1513 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1514 :          @,          0,          1,          2,          0,    8072363,       1000,          0,        180,          0,          0,          0, 
1515 :          @,          0,          1,          0,          1,    8072368,       1600,      -1200,        180,          0,          0,          0, 
1516 : QE0340_004_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1517 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1518 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1519 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1520 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1521 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1522 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1523 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1524 :          @,          0,          1,          3,          0,    8072373,       1000,          0,        180,          0,          0,          0, 
1525 :          @,          0,          1,          0,          1,    8072378,       1600,       1200,        180,          0,          0,          0, 
1526 :          @,          0,          1,          0,          2,    8072383,       1600,      -1200,        180,          0,          0,          0, 
1527 :   DLC01_01,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1528 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1529 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1530 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1531 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1532 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1533 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1534 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1535 :          @,          0,          1,          1,          0,    8068883,       1000,          0,        180,          0,          0,          0, 
1536 :   DLC02_01,          2,          0,          8,          0,        -10,          0,          0,          0,          0,          0,          0, 
1537 :          @,          0,          0,          0,          1,        -11,       -600,        600,        120,          0,          0,          0, 
1538 :          @,          0,          0,          0,          2,        -12,       -600,       -600,        240,          0,          0,          0, 
1539 :          @,          0,          0,          0,          3,        -13,        800,       -800,        330,          0,          0,          0, 
1540 :          @,          0,          0,          0,          4,        -14,        800,        800,         60,          0,          0,          0, 
1541 :          @,          0,          0,          0,          5,        -15,       -700,       1200,          0,          0,          0,          0, 
1542 :          @,          0,          0,          0,          6,        -16,       -100,       1200,          0,          0,          0,          0, 
1543 :          @,          0,          0,          0,          7,        -17,       -700,       -600,          0,          0,          0,          0, 
1544 :          @,          0,          1,         14,          0,    8068888,       1200,      -2800,        120,          0,          0,          0, 
1545 :          @,          0,          1,          0,          1,    8068893,       2800,      -1200,        150,          0,          0,          0, 
1546 :          @,          0,          1,          0,          2,    8068898,       2800,       1200,        210,          0,          0,          0, 
1547 :          @,          0,          1,          0,          3,    8068903,       1200,       2800,        240,          0,          0,          0, 
1548 :          @,          0,          1,          0,          4,    8068908,      -1200,       2800,        300,          0,          1,          1, 
1549 :          @,          0,          1,          0,          5,    8068913,      -2800,       1200,        330,          0,          2,          1, 
1550 :          @,          0,          1,          0,          6,    8068918,      -2800,      -1200,         30,          0,          3,          1, 
1551 :          @,          0,          1,          0,          7,    8068923,      -1200,      -2800,         60,          2,         -1,          1, 
1552 :          @,          0,          1,          0,          8,    8068928,          0,       2800,        180,          2,         -1,          1, 
1553 :          @,          0,          1,          0,          9,    8068933,       2000,       1600,        240,          2,         -1,          1, 
1554 :          @,          0,          1,          0,         10,    8068938,       2000,      -1600,        300,          2,         -1,          1, 
1555 :          @,          0,          1,          0,         11,    8068943,          0,      -2800,          0,          2,         -1,          1, 
1556 :          @,          0,          1,          0,         12,    8068948,      -2000,      -1600,         60,          2,         -1,          1, 
1557 :          @,          0,          1,          0,         13,    8068953,      -2000,       1600,        120,          1,         -1,          1, 
1558 :   DLC03_01,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1559 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1560 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1561 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1562 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1563 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1564 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1565 :          @,          0,          0,          0,          7,        -17,      -2020,       -600,          0,          0,          0,          0, 
1566 :          @,          0,          1,         13,          0,    8068958,       2800,       -800,        180,          0,          0,          0, 
1567 :          @,          0,          1,          0,          1,    8068963,       2400,       1200,        180,          0,          0,          0, 
1568 :          @,          0,          1,          0,          2,    8068968,       3600,        800,        180,          0,          0,          0, 
1569 :          @,          0,          1,          0,          3,    8068973,       4000,      -1200,        180,          0,          0,          0, 
1570 :          @,          0,          1,          0,          4,    8068978,       4000,          0,        180,          1,         -1,          1, 
1571 :          @,          0,          1,          0,          5,    8068983,        800,       -400,        180,          1,         -1,          1, 
1572 :          @,          0,          1,          0,          6,    8068988,        400,       -800,        180,          1,         -1,          1, 
1573 :          @,          0,          1,          0,          7,    8068993,        400,        400,        180,          1,         -1,          1, 
1574 :          @,          0,          1,          0,          8,    8068998,        400,      -4000,        180,          2,         -1,          1, 
1575 :          @,          0,          1,          0,          9,    8069003,          0,       3600,        180,          2,         -1,          1, 
1576 :          @,          0,          1,          0,         10,    8069008,        800,       4000,        180,          2,         -1,          1, 
1577 :          @,          0,          1,          0,         11,    8069013,        800,       4000,        180,          2,         -1,          1, 
1578 :          @,          0,          1,          0,         12,    8069018,       1000,          0,        180,          2,         -1,          1, 
1579 :   DLC04_01,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1580 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1581 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1582 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1583 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1584 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1585 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1586 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1587 :          @,          0,          1,          1,          0,    8069023,       1000,          0,        180,          0,          0,          0, 
1588 :   DLC05_01,          2,          0,          8,          0,        -10,      -2200,          0,          0,          0,          0,          0, 
1589 :          @,          0,          0,          0,          1,        -11,      -1600,      -1200,          0,          0,          0,          0, 
1590 :          @,          0,          0,          0,          2,        -12,      -1600,       1200,          0,          0,          0,          0, 
1591 :          @,          0,          0,          0,          3,        -13,      -2200,       -600,          0,          0,          0,          0, 
1592 :          @,          0,          0,          0,          4,        -14,      -2200,        600,          0,          0,          0,          0, 
1593 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1594 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1595 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1596 :          @,          0,          1,          4,          0,    8069028,       2000,      -3200,        180,          0,          0,          0, 
1597 :          @,          0,          1,          0,          1,    8069033,       1600,      -1200,        180,          1,         -1,          1, 
1598 :          @,          0,          1,          0,          2,    8069038,       1600,       1200,        180,          2,         -1,          1, 
1599 :          @,          0,          1,          0,          3,    8069043,       2000,       3200,        180,          3,         -1,          1, 
1600 :   DLC06_01,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1601 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1602 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1603 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1604 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1605 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1606 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1607 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1608 :          @,          0,          1,          1,          0,    8069048,       1000,          0,        180,          0,          0,          0, 
1609 :   DLC07_01,          2,          0,          8,          0,        -10,      -2100,          0,          0,          0,          0,          0, 
1610 :          @,          0,          0,          0,          1,        -11,      -1500,       -600,          0,          0,          0,          0, 
1611 :          @,          0,          0,          0,          2,        -12,      -1500,        600,          0,          0,          0,          0, 
1612 :          @,          0,          0,          0,          3,        -13,      -2700,      -1200,          0,          0,          0,          0, 
1613 :          @,          0,          0,          0,          4,        -14,      -2700,       1200,          0,          0,          0,          0, 
1614 :          @,          0,          0,          0,          5,        -15,      -2700,       1800,          0,          0,          0,          0, 
1615 :          @,          0,          0,          0,          6,        -16,      -2100,       1800,          0,          0,          0,          0, 
1616 :          @,          0,          0,          0,          7,        -17,      -2700,       -600,          0,          0,          0,          0, 
1617 :          @,          0,          1,          7,          0,    8069053,       1600,        600,        180,          0,          0,          0, 
1618 :          @,          0,          1,          0,          1,    8069058,       2200,          0,        180,          0,          1,          1, 
1619 :          @,          0,          1,          0,          2,    8069063,       2200,      -1200,        180,          1,         -1,          1, 
1620 :          @,          0,          1,          0,          3,    8069068,       1600,       -600,        180,          2,         -1,          1, 
1621 :          @,          0,          1,          0,          4,    8069073,       1000,      -1800,        150,          3,         -1,          1, 
1622 :          @,          0,          1,          0,          5,    8069078,       1000,       1800,        210,          3,         -1,          1, 
1623 :          @,          0,          1,          0,          6,    8069083,       2200,       1200,        180,          1,         -1,          1, 
1624 :   DLC08_01,          2,          0,          8,          0,        -10,      -2100,          0,          0,          0,          0,          0, 
1625 :          @,          0,          0,          0,          1,        -11,      -1500,      -1200,          0,          0,          0,          0, 
