           km_,      km_id,     km_num, km_get_flag, km_menu_sort_id, km_list_top_mark, 
1222 : breed_025_uniq_003,    9044736,         20,          3,       8957,          0, 
1223 : breed_025_uniq_006,    9044737,          6,          3,       8958,          0, 
1224 : breed_026_normal_001,    9044738,         28,          3,       8959,          0, 
1225 : breed_026_normal_003,    9044739,        100,          3,       8960,          0, 
1226 : breed_026_normal_005,    9044740,         88,          3,       8961,          0, 
1227 : breed_026_normal_006,    9044741,         46,          3,       8962,          0, 
1228 : breed_026_uniq_001,    9044742,          2,          3,       8963,          0, 
1229 : breed_026_uniq_002,    9044743,         47,          3,       8964,          0, 
1230 : breed_026_uniq_003,    9044744,         24,          3,       8965,          0, 
1231 : breed_027_normal_001,    9044745,         53,          3,       8966,          0, 
1232 : breed_027_normal_002,    9044746,        100,          3,       8967,          0, 
1233 : breed_027_normal_003,    9044747,         28,          3,       8968,          0, 
1234 : breed_027_normal_004,    9044748,          9,          3,       8969,          0, 
1235 : breed_027_normal_005,    9044749,         42,          3,       8970,          0, 
1236 : breed_027_normal_006,    9044750,         42,          3,       8971,          0, 
1237 : breed_027_uniq_001,    9044751,          9,          3,       8972,          0, 
1238 : breed_027_uniq_002,    9044752,          2,          3,       8973,          0, 
1239 : breed_027_uniq_003,    9044753,          5,          3,       8974,          0, 
1240 : breed_027_uniq_007,    9044754,          9,          3,       8975,          0, 
1241 : breed_027_uniq_008,    9044755,          2,          3,       8976,          0, 
1242 : breed_027_uniq_009,    9044756,          5,          3,       8977,          0, 
1243 : breed_028_normal_001,    9044757,         24,          3,       8978,          0, 
1244 : breed_028_normal_002,    9044758,          8,          3,       8979,          0, 
1245 : breed_028_normal_003,    9044759,         77,          3,       8980,          0, 
1246 : breed_028_normal_004,    9044760,         22,          3,       8981,          0, 
1247 : breed_028_normal_005,    9044761,        100,          3,       8982,          0, 
1248 : breed_028_normal_006,    9044762,        100,          3,       8983,          0, 
1249 : breed_028_uniq_001,    9044763,          1,          1,        739,          0, 
1250 : breed_028_uniq_002,    9044764,          5,          3,       8985,          0, 
1251 : breed_028_uniq_003,    9044765,         26,          3,       8986,          0, 
1252 : breed_029_normal_001,    9044766,        100,          3,       8987,          0, 
1253 : breed_029_normal_003,    9044767,         15,          3,       8988,          0, 
1254 : breed_029_normal_005,    9044768,         60,          3,       8989,          0, 
1255 : breed_029_normal_006,    9044769,         24,          3,       8990,          0, 
1256 : breed_029_uniq_001,    9044770,          9,          3,       8991,          0, 
1257 : MB8010_normal_001,    9044771,         44,          3,       8992,          0, 
1258 : MB8010_normal_002,    9044772,         16,          3,       8993,          0, 
1259 : MB8010_normal_003,    9044773,         55,          7,       8994,          0, 
1260 : MB8010_normal_004,    9044774,         39,          3,       8995,          0, 
1261 : MB8010_normal_005,    9044775,        100,          3,       8996,          0, 
1262 : MB8010_normal_006,    9044776,         76,          3,       8997,          0, 
1263 : MB8010_uniq_001,    9044777,         18,          5,       8998,          0, 
1264 : MB8020_uniq_001,    9044778,         24,          3,       8999,          0, 
1265 : MA0010_normal_001,    9044779,          2,          3,       9000,          0, 
1266 : MA0010_uniq_001,    9044780,          3,          3,       9003,          0, 
1267 : MH0010_normal_001,    9044781,          3,          3,       9001,          0, 
1268 : MH0010_uniq_001,    9044782,          2,          3,       9004,          0, 
1269 : MB1010_normal_001,    9044783,          2,          3,       9002,          0, 
1270 : MB1010_uniq_001,    9044784,          2,          3,       9005,          0, 
1271 : MB2010_normal_001,    9044785,          2,          3,       9009,          0, 
1272 : MB2010_uniq_001,    9044786,          2,          3,       9013,          0, 
1273 : MB0010_normal_001,    9044787,          2,          3,       9006,          0, 
1274 : MB0010_uniq_001,    9044788,          3,          3,       9010,          0, 
1275 : MB3010_normal_001,    9044789,          2,          3,       9007,          0, 
1276 : MB3010_uniq_001,    9044790,          2,          3,       9011,          0, 
1277 : MB4010_normal_001,    9044791,          2,          3,       9008,          0, 
1278 : MB4010_uniq_001,    9044792,          3,          3,       9012,          0, 
1279 : MB7010_uniq_001,    9044793,          2,          3,       9014,          0, 
1280 : CD0060_uniq_001,    9044794,          4,          3,       9015,          0, 
1281 : MO3010_uniq_001,    9044795,          4,          3,       9016,          0, 
1282 : CF0060_uniq_001,    9044796,          2,          3,       9017,          0, 
1283 : CB0240_uniq_001,    9044797,          3,          3,       9018,          0, 
1284 : CA0260_uniq_001,    9044798,          4,          3,       9019,          0, 
1285 : CB0250_uniq_001,    9044799,          3,          3,       9020,          0, 
1286 : CC0250_uniq_001,    9044800,          4,          3,       9021,          0, 
1287 : taimanohiseki,    8912896,          1,          3,        243,          0, 
1288 : MAR_KEY_001,    8912897,          1,          3,        250,          0, 
1289 : QE0040_D_000,    8912898,          0,          3,         -1,          0, 
1290 : QE0080_D_000,    8912899,          1,          3,        264,          0, 
1291 : QE0090_D_000,    8912900,          0,          0,         -1,          0, 
1292 : QE0120_D_001,    8912901,          1,          3,        258,          0, 
1293 : QE0160_D_000,    8912902,          1,          3,        287,          0, 
1294 : QE0170_D_000,    8912903,          0,          3,         -1,          0, 
1295 : QE0170_D_001,    8912904,          1,          3,        265,          0, 
1296 : QE0170_D_002,    8912905,          0,          0,         -1,          0, 
1297 : QE0170_D_003,    8912906,          1,          3,        257,          0, 
1298 : QE0170_D_004,    8912907,          0,          0,         -1,          0, 
1299 : QE0170_D_005,    8912908,          1,          3,        283,          0, 
1300 : QE0170_D_006,    8912909,          0,          3,         -1,          0, 
1301 : QE0170_D_007,    8912910,          0,          3,         -1,          0, 
1302 : QE0180_D_000,    8912911,          0,          0,         -1,          0, 
1303 : QE0190_D_000,    8912912,          0,          0,         -1,          0, 
1304 : QE0220_D_000,    8912913,          0,          3,         -1,          0, 
1305 : QE0220_D_001,    8912914,          0,          3,         -1,          0, 
1306 : QE0230_D_000,    8912915,          0,          3,         -1,          0, 
1307 : QE0230_D_001,    8912916,          1,          3,        251,          0, 
1308 : QE0230_D_002,    8912917,          1,          3,        252,          0, 
1309 : QE0230_D_003,    8912918,          1,          3,        253,          0, 
1310 : QE0230_D_004,    8912919,          1,          3,        254,          0, 
1311 : QE0230_D_005,    8912920,          1,          3,        255,          0, 
1312 : QE0230_D_006,    8912921,          1,          3,        256,          0, 
1313 : QE0240_D_000,    8912922,          1,          3,        263,          0, 
1314 : QE0250_D_000,    8912923,          0,          3,         -1,          0, 
1315 : QE0250_D_001,    8912924,          1,          3,        261,          0, 
1316 : QE0250_D_002,    8912925,          0,          3,         -1,          0, 
1317 : QE0250_D_003,    8912926,          1,          3,        260,          0, 
1318 : QE0260_D_000,    8912927,          0,          3,         -1,          0, 
1319 : QE0260_D_001,    8912928,          1,          3,        262,          0, 
1320 : QE0270_D_000,    8912929,          0,          3,         -1,          0, 
1321 : QE0290_D_000,    8912930,          0,          3,         -1,          0, 
1322 : QE0300_D_000,    8912931,          0,          3,         -1,          0, 
1323 : QE0310_D_000,    8912932,          0,          3,         -1,          0, 
1324 : QE0390_D_000,    8912933,          1,          3,        292,          0, 
1325 : QE0440_D_000,    8912934,          1,          3,        266,          0, 
1326 : QE0460_D_000,    8912935,          1,          3,        245,          0, 
1327 : QE0460_D_001,    8912936,          0,          3,         -1,          0, 
1328 : QE0470_D_000,    8912937,          1,          3,        267,          0, 
1329 : QE0650_D_000,    8912938,          1,          3,        244,          0, 
1330 : QE0650_D_001,    8912939,          0,          3,         -1,          0, 
1331 : QE1020_D_000,    8912940,          0,          3,         -1,          0, 
1332 : QE1020_D_002,    8912941,          0,          3,         -1,          0, 
1333 : QE1020_D_003,    8912942,          0,          3,         -1,          0, 
1334 : QE1020_D_004,    8912943,          0,          3,         -1,          0, 
1335 : QE1020_D_005,    8912944,          0,          3,         -1,          0, 
1336 : QE1020_D_006,    8912945,          0,          3,         -1,          0, 
1337 : QE1070_D_000,    8912946,          0,          3,         -1,          0, 
1338 : QE1080_D_000,    8912947,          0,          3,         -1,          0, 
1339 : QE1090_D_000,    8912948,          0,          3,         -1,          0, 
1340 : QE1100_D_000,    8912949,          1,          3,        300,          0, 
1341 : QE1250_D_000,    8912950,          0,          3,         -1,          0, 
1342 : QE0120_R_000,    8912951,          1,          3,        259,          0, 
1343 : QE0130_R_000,    8912952,          1,          3,        299,          0, 
1344 : QE0000_M_001,    8912953,          0,          0,         -1,          0, 
1345 : QE0000_M_002,    8912954,          0,          0,         -1,          0, 
1346 : QE0540_R_000,    8912955,          1,          3,        296,          0, 
1347 : QE0000_M_003,    8912956,          0,          0,         -1,          0, 
1348 :   QEOTHR_D,    8912957,          1,          3,        248,          0, 
1349 :   QEOTHR_D,    8912958,          1,          3,        271,          0, 
1350 :   QEOTHR_D,    8912959,          1,          3,        272,          0, 
1351 :   QEOTHR_D,    8912960,          0,          0,         -1,          0, 
1352 :   QEOTHR_D,    8912961,          0,          0,         -1,          0, 
1353 :   QEOTHR_D,    8912962,          0,          0,         -1,          0, 
1354 :   QEOTHR_D,    8912963,          0,          0,         -1,          0, 
1355 :   QEOTHR_D,    8912964,          1,          3,        273,          0, 
1356 :   QEOTHR_D,    8912965,          1,          3,        274,          0, 
1357 :   QEOTHR_D,    8912966,          1,          3,        275,          0, 
1358 :   QEOTHR_D,    8912967,          1,          3,        276,          0, 
1359 :   QEOTHR_D,    8912968,          1,          3,        277,          0, 
1360 :   QEOTHR_D,    8912969,          1,          3,        278,          0, 
1361 :   QEOTHR_D,    8912970,          1,          3,        279,          0, 
1362 :   QEOTHR_D,    8912971,          1,          3,        280,          0, 
1363 :   QEOTHR_D,    8912972,          1,          3,        281,          0, 
1364 :   QEOTHR_D,    8912973,          1,          3,        282,          0, 
1365 :   QEOTHR_D,    8912974,          0,          0,         -1,          0, 
1366 :   QEOTHR_D,    8912975,          0,          0,         -1,          0, 
1367 :   QEOTHR_D,    8912976,          0,          0,         -1,          0, 
1368 :   QEOTHR_D,    8912977,          0,          0,         -1,          0, 
1369 :   QEOTHR_D,    8912978,          0,          0,         -1,          0, 
1370 :   QEOTHR_D,    8912979,          0,          0,         -1,          0, 
1371 :   QEOTHR_D,    8912980,          0,          0,         -1,          0, 
1372 :   QEOTHR_D,    8912981,          0,          0,         -1,          0, 
1373 :   QEOTHR_D,    8912982,          0,          0,         -1,          0, 
1374 :   QEOTHR_D,    8912983,          1,          3,        246,          0, 
1375 :   QEOTHR_D,    8912984,          0,          0,         -1,          0, 
1376 :   QEOTHR_D,    8912985,          1,          3,        268,          0, 
1377 :   QEOTHR_D,    8912986,          0,          0,         -1,          0, 
1378 :   QEOTHR_D,    8912987,          0,          0,         -1,          0, 
1379 :   QEOTHR_D,    8912988,          0,          0,         -1,          0, 
1380 :   QEOTHR_D,    8912989,          0,          0,         -1,          0, 
1381 :   QEOTHR_D,    8912990,          0,          0,         -1,          0, 
1382 :   QEOTHR_D,    8912991,          0,          0,         -1,          0, 
1383 :   QEOTHR_D,    8912992,          0,          0,         -1,          0, 
1384 :   QEOTHR_D,    8912993,          0,          0,         -1,          0, 
1385 :   QEOTHR_D,    8912994,          0,          0,         -1,          0, 
1386 :   QEOTHR_D,    8912995,          0,          0,         -1,          0, 
1387 :   QEOTHR_D,    8912996,          1,          3,        269,          0, 
1388 :   QEOTHR_D,    8912997,          0,          0,         -1,          0, 
1389 :   QEOTHR_D,    8912998,          0,          0,         -1,          0, 
1390 :   QEOTHR_D,    8912999,          0,          0,         -1,          0, 
1391 :   QEOTHR_D,    8913000,          0,          0,         -1,          0, 
1392 :   QEOTHR_D,    8913001,          0,          0,         -1,          0, 
1393 :   QEOTHR_D,    8913002,          1,          3,        247,          0, 
1394 :   QEOTHR_D,    8913003,          1,          3,        270,          0, 
1395 :   QEOTHR_D,    8913004,          0,          0,         -1,          0, 
1396 :   QEOTHR_D,    8913005,          0,          0,         -1,          0, 
1397 :   QEOTHR_D,    8913006,          0,          0,         -1,          0, 
1398 : DLP_MAP_001,    8913007,          2,          3,          3,          0, 
1399 : DKF_MAP_001,    8913008,          1,          3,          4,          0, 
1400 : DKF_MAP_002,    8913009,          2,          3,          5,          0, 
1401 : FRN_MAP_001,    8913010,          2,          3,          6,          0, 
1402 : GTN_MAP_001,    8913011,          2,          3,          7,          0, 
1403 : BTE_MAP_001,    8913012,          2,          3,          8,          0, 
1404 : VKL_MAP_001,    8913013,          2,          3,          9,          0, 
1405 : CRK_MAP_001,    8913014,          2,          3,         10,          0, 
1406 : ETV_MAP_001,    8913015,          2,          3,         11,          0, 
1407 : ETB_MAP_001,    8913016,          2,          3,         12,          0, 
1408 : GSS_MAP_001,    8913017,          1,          3,         13,          0, 
1409 : STR_MAP_001,    8913018,          2,          3,         14,          0, 
1410 : STR_MAP_002,    8913019,          2,          3,         15,          0, 
1411 : STB_MAP_001,    8913020,          1,          3,         16,          0, 
1412 : DRC_MAP_001,    8913021,          2,          3,         17,          0, 
1413 : RBC_MAP_001,    8913022,          2,          3,         18,          0, 
1414 : RBC_MAP_002,    8913023,          2,          3,         19,          0, 
1415 : RBC_MAP_003,    8913024,          2,          3,         20,          0, 
1416 : GAS_MAP_001,    8913025,          2,          3,         21,          0, 
1417 : GAS_MAP_002,    8913026,          2,          3,         22,          0, 
1418 : GAS_MAP_003,    8913027,          2,          3,         23,          0, 
1419 : DLD_MAP_001,    8913028,          2,          3,         24,          0, 
1420 : DLD_MAP_002,    8913029,          0,          0,         -1,          0, 
1421 : BDL_MAP_001,    8913030,          2,          3,         25,          0, 
1422 : BDL_MAP_002,    8913031,          2,          3,         26,          0, 
1423 : BDL_MAP_003,    8913032,          2,          3,         27,          0, 
1424 : NWD_MAP_001,    8913033,          2,          3,         28,          0, 
1425 : NWD_MAP_002,    8913034,          2,          3,         29,          0, 
1426 : UMD_MAP_001,    8913035,          2,          3,         30,          0, 
1427 : UMD_MAP_002,    8913036,          2,          3,         31,          0, 
1428 : NUD_MAP_001,    8913037,          2,          3,         32,          0, 
1429 : NUD_MAP_002,    8913038,          2,          3,         33,          0, 
1430 : NUD_MAP_003,    8913039,          2,          3,         34,          0, 
1431 : GSD_MAP_001,    8913040,          2,          3,         35,          0, 
1432 : BND_MAP_001,    8913041,          2,          3,         36,          0, 
1433 : BND_MAP_002,    8913042,          0,          0,         -1,          0, 
1434 : BND_MAP_003,    8913043,          0,          0,         -1,          0, 
1435 : SBC_MAP_001,    8913044,          2,          3,         37,          0, 
1436 : SBF_MAP_001,    8913045,          2,          3,         38,          0, 
1437 : SBV_MAP_001,    8913046,          2,          3,         39,          0, 
1438 : SBM_MAP_001,    8913047,          2,          3,         40,          0, 
1439 : SBR_MAP_001,    8913048,          2,          3,         41,          0, 
1440 : SBN_MAP_001,    8913049,          2,          3,         42,          0, 
1441 : GST_MAP_001,    8913050,          1,          3,         43,          0, 
1442 : GST_MAP_002,    8913051,          1,          3,         44,          0, 
1443 : GST_MAP_003,    8913052,          1,          3,         45,          0, 
1444 : BHK_MAP_001,    8913053,          2,          3,         46,          0, 
1445 : BHK_MAP_002,    8913054,          2,          3,         47,          0, 
1446 : CKD_MAP_001,    8913055,          0,          0,         -1,          0, 
1447 : CKD_MAP_002,    8913056,          0,          0,         -1,          0, 
1448 : CKD_MAP_003,    8913057,          0,          0,         -1,          0, 
1449 : CKD_MAP_004,    8913058,          0,          0,         -1,          0, 
1450 : CKD_MAP_005,    8913059,          0,          0,         -1,          0, 
1451 : SBN_MAP_010,    8913060,          2,          3,         48,          0, 
1452 : GSD_GIM_001,    8913061,          1,          3,        249,          0, 
1453 : RBC_GIM_001,    8913062,          1,          3,        297,          0, 
1454 : CKD_GIM_001,    8913063,          1,          3,        288,          0, 
1455 : CKD_GIM_002,    8913064,          1,          3,        294,          0, 
1456 : CKD_GIM_003,    8913065,          1,          3,        295,          0, 
1457 : CKD_GIM_004,    8913066,          1,          3,        301,          0, 
1458 : CKD_GIM_005,    8913067,          1,          3,        303,          0, 
1459 :    dlc_001,    8913068,          1,          3,        289,          0, 
1460 :    dlc_002,    8913069,          1,          3,        284,          0, 
1461 :    dlc_003,    8913070,          1,          3,        290,          0, 
1462 :    dlc_004,    8913071,          0,          0,         -1,          0, 
1463 :    dlc_005,    8913072,          0,          0,         -1,          0, 
1464 :    dlc_006,    8913073,          0,          0,         -1,          0, 
1465 :    dlc_007,    8913074,          1,          3,        291,          0, 
1466 :    dlc_008,    8913075,          1,          1,        302,          0, 
1467 :    dlc_clr,    8913076,          1,          3,        305,          0, 
1468 : eDAIJI_nakama_talk_001,    8913077,          1,          3,        286,          0, 
1469 : eDAIJI_nakama_talk_002,    8913078,          0,          0,         -1,          0, 
1470 :   D_ACT_01,    8913079,          2,          3,         49,          0, 
1471 :   D_ACT_02,    8913080,          2,          3,         50,          0, 
1472 :   D_ACT_03,    8913081,          2,          3,         51,          0, 
1473 :   D_ACT_04,    8913082,          2,          3,         52,          0, 
1474 :   D_ACT_05,    8913083,          2,          3,         53,          0, 
1475 :   D_ACT_06,    8913084,          2,          3,         54,          0, 
1476 :   D_ACT_07,    8913085,          2,          3,         55,          0, 
1477 :   D_ACT_08,    8913086,          5,          3,         56,          0, 
1478 :   D_ACT_09,    8913087,          2,          3,         57,          0, 
1479 :      D_ACT,    8913088,          2,          3,         58,          0, 
1480 :      D_ACT,    8913089,          2,          3,         59,          0, 
1481 :      D_ACT,    8913090,          3,          3,         60,          0, 
1482 :      D_ACT,    8913091,          2,          3,         61,          0, 
1483 :      D_ACT,    8913092,          5,          3,         62,          0, 
1484 :      D_ACT,    8913093,          2,          3,         63,          0, 
1485 :      D_ACT,    8913094,          2,          3,         64,          0, 
1486 :      D_ACT,    8913095,          0,          0,         -1,          0, 
1487 :      D_ACT,    8913096,          0,          0,         -1,          0, 
1488 :      D_ACT,    8913097,          0,          0,         -1,          0, 
1489 :      D_ACT,    8913098,          0,          0,         -1,          0, 
1490 : koukougyoku,    8913099,          2,          3,         65,          0, 
1491 : aisougyoku,    8913100,          2,          3,         66,          0, 
1492 : koutougyoku,    8913101,          2,          3,         67,          0, 
1493 : suiryokugyoku,    8913102,          2,          3,         68,          0, 
1494 : sikisyougyoku,    8913103,          2,          3,         69,          0, 
1495 : gechougyoku,    8913104,          2,          3,         70,          0, 
1496 : kongougyoku,    8913105,          0,          0,         -1,          0, 
1497 : yakusou_chogou,    8913106,          2,          3,          0,          0, 
1498 : inyaku_chougou,    8913107,          1,          3,         71,          0, 
1499 : nurigusuri_chogou,    8913108,          1,          3,         72,          0, 
1500 : bakuyaku_chogou,    8913109,          2,          3,         73,          0, 
1501 : mahen_chogou,    8913110,          2,          3,         74,          0, 
1502 : sengu_chougou,    8913111,          2,          3,         75,          0, 
1503 : tarisuman_r,    8913112,          0,          0,         -1,          0, 
1504 : tarisuman_i,    8913113,          0,          0,         -1,          0, 
1505 : kerendolows,    8913114,          0,          0,         -1,          0, 
1506 : namul_niram,    8913115,          1,          3,        293,          0, 
1507 :   lob_omen,    8913116,          1,          3,        298,          0, 
1508 :  buryunaku,    8913117,          1,          1,        285,          0, 
1509 :    tao_tie,    8913118,          0,          0,         -1,          0, 
1510 : brimuslabus,    8913119,          0,          0,         -1,          0, 
1511 :   blue_elf,    8913120,          0,          0,         -1,          0, 
1512 :  emeth_tag,    8913121,          0,          0,         -1,          0, 
1513 : ex_drop_normal_breed_type_001,    8913122,          2,          3,         76,          0, 
1514 : ex_drop_normal_breed_type_002,    8913123,          1,          3,         77,          0, 
1515 : ex_drop_normal_breed_type_003,    8913124,          2,          3,         78,          0, 
1516 : ex_drop_normal_breed_type_004,    8913125,          1,          3,         79,          0, 
1517 : ex_drop_normal_breed_type_005,    8913126,          2,          3,         80,          0, 
1518 : ex_drop_normal_breed_type_006,    8913127,          2,          3,         81,          0, 
1519 : ex_drop_normal_breed_type_007,    8913128,          2,          3,         82,          0, 
1520 : ex_drop_normal_breed_type_008,    8913129,          1,          3,         83,          0, 
1521 : ex_drop_normal_breed_type_009,    8913130,          2,          3,         84,          0, 
1522 : ex_drop_normal_breed_type_010,    8913131,          2,          3,         85,          0, 
1523 : ex_drop_normal_breed_type_011,    8913132,          2,          3,         86,          0, 
1524 : ex_drop_normal_breed_type_012,    8913133,          2,          3,         87,          0, 
1525 : ex_drop_normal_breed_type_013,    8913134,          2,          3,         88,          0, 
1526 : ex_drop_normal_breed_type_014,    8913135,          2,          3,         89,          0, 
1527 : ex_drop_normal_breed_type_015,    8913136,          2,          3,         90,          0, 
1528 : ex_drop_normal_breed_type_016,    8913137,          2,          3,         91,          0, 
1529 : ex_drop_normal_breed_type_017,    8913138,          1,          3,         92,          0, 
1530 : ex_drop_normal_breed_type_018,    8913139,          1,          3,         93,          0, 
1531 : ex_drop_normal_breed_type_019,    8913140,          2,          3,         94,          0, 
1532 : ex_drop_normal_breed_type_020,    8913141,          1,          3,         95,          0, 
1533 : ex_drop_normal_breed_type_021,    8913142,          1,          3,         96,          0, 
1534 : ex_drop_normal_breed_type_022,    8913143,          1,          3,         97,          0, 
1535 : ex_drop_normal_breed_type_023,    8913144,          2,          3,         98,          0, 
1536 : ex_drop_normal_breed_type_024,    8913145,          1,          3,         99,          0, 
1537 : ex_drop_normal_breed_type_025,    8913146,          1,          3,        100,          0, 
1538 : ex_drop_normal_breed_type_026,    8913147,          2,          3,        101,          0, 
1539 : ex_drop_normal_breed_type_027,    8913148,          1,          3,        102,          0, 
1540 : ex_drop_normal_breed_type_028,    8913149,          1,          3,        103,          0, 
1541 : ex_drop_normal_breed_type_029,    8913150,          1,          3,        104,          0, 
1542 : ex_drop_normal_breed_type_030,    8913151,          2,          3,        105,          0, 
1543 : ex_drop_dl_breed_type_001,    8913152,          2,          3,        106,          0, 
1544 : ex_drop_dl_breed_type_002,    8913153,          2,          3,        107,          0, 
1545 : ex_drop_dl_breed_type_003,    8913154,          2,          3,        108,          0, 
1546 : ex_drop_dl_breed_type_004,    8913155,          1,          3,        109,          0, 
1547 : ex_drop_dl_breed_type_005,    8913156,          2,          3,        110,          0, 
1548 : ex_drop_dl_breed_type_006,    8913157,          2,          3,        111,          0, 
1549 : ex_drop_dl_breed_type_007,    8913158,          1,          3,        112,          0, 
1550 : ex_drop_dl_breed_type_008,    8913159,          2,          3,        113,          0, 
1551 : ex_drop_dl_breed_type_009,    8913160,          1,          3,        114,          0, 
1552 : ex_drop_dl_breed_type_010,    8913161,          1,          3,        115,          0, 
1553 : ex_drop_dl_breed_type_011,    8913162,          2,          3,        116,          0, 
1554 : ex_drop_dl_breed_type_012,    8913163,          1,          3,        117,          0, 
1555 : ex_drop_dl_breed_type_013,    8913164,          1,          3,        118,          0, 
1556 : ex_drop_dl_breed_type_014,    8913165,          2,          3,        119,          0, 
1557 : ex_drop_dl_breed_type_015,    8913166,          2,          3,        120,          0, 
1558 : ex_drop_dl_breed_type_016,    8913167,          2,          3,        121,          0, 
1559 : ex_drop_dl_breed_type_017,    8913168,          1,          3,        122,          0, 
1560 : ex_drop_dl_breed_type_018,    8913169,          2,          3,        123,          0, 
1561 : ex_drop_dl_breed_type_019,    8913170,          2,          3,        124,          0, 
1562 : ex_drop_dl_breed_type_020,    8913171,          2,          3,        125,          0, 
1563 : ex_drop_dl_breed_type_021,    8913172,          1,          3,        126,          0, 
1564 : ex_drop_dl_breed_type_022,    8913173,          1,          3,        127,          0, 
1565 : ex_drop_dl_breed_type_023,    8913174,          2,          3,        128,          0, 
1566 : ex_drop_dl_breed_type_024,    8913175,          2,          3,        129,          0, 
1567 : ex_drop_dl_breed_type_025,    8913176,          1,          3,        130,          0, 
1568 : ex_drop_dl_breed_type_026,    8913177,          2,          3,        131,          0, 
1569 : ex_drop_dl_breed_type_027,    8913178,          2,          3,        132,          0, 
1570 : ex_drop_dl_breed_type_028,    8913179,          2,          3,        133,          0, 
1571 : ex_drop_dl_breed_type_029,    8913180,          2,          3,        134,          0, 
1572 : ex_drop_dl_breed_type_030,    8913181,          2,          3,        135,          0, 
1573 : custom_lv1,    8913182,          2,          3,        136,          0, 
1574 : custom_lv2,    8913183,          2,          3,        137,          0, 
1575 : custom_lv3,    8913184,          2,          3,        138,          0, 
1576 : custom_lv4,    8913185,          1,          3,        139,          0, 
1577 : custom_lv5,    8913186,          2,          3,        140,          0, 
1578 : guild_L_pass_01,    8913187,          0,          0,         -1,          0, 
1579 : guild_L_pass_02,    8913188,          0,          0,         -1,          0, 
1580 : guild_L_pass_03,    8913189,          0,          0,         -1,          0, 
1581 : guild_L_pass_04,    8913190,          0,          0,         -1,          0, 
1582 : guild_L_pass_05,    8913191,          0,          0,         -1,          0, 
1583 : guild_N_pass_01,    8913192,          0,          0,         -1,          0, 
1584 : guild_N_pass_02,    8913193,          0,          0,         -1,          0, 
1585 : guild_N_pass_03,    8913194,          0,          0,         -1,          0, 
1586 : guild_N_pass_04,    8913195,          0,          0,         -1,          0, 
1587 : guild_N_pass_05,    8913196,          0,          0,         -1,          0, 
1588 : guild_C_pass_01,    8913197,          0,          0,         -1,          0, 
1589 : guild_C_pass_02,    8913198,          0,          0,         -1,          0, 
1590 : guild_C_pass_03,    8913199,          0,          0,         -1,          0, 
1591 : guild_C_pass_04,    8913200,          0,          0,         -1,          0, 
1592 : guild_C_pass_05,    8913201,          0,          0,         -1,          0, 
1593 : freefight_type_A,    8913202,          2,          3,          1,          0, 
1594 : freefight_type_B,    8913203,          2,          3,        141,          0, 
1595 : freefight_type_C,    8913204,          1,          3,        142,          0, 
1596 : freefight_type_D,    8913205,          2,          3,        143,          0, 
1597 : freefight_type_E,    8913206,          2,          3,        144,          0, 
1598 : freefight_type_F,    8913207,          2,          3,        145,          0, 
1599 : freefight_type_G,    8913208,          1,          3,        146,          0, 
1600 : freefight_type_H,    8913209,          2,          3,        147,          0, 
1601 : freefight_type_I,    8913210,          1,          3,        148,          0, 
1602 : freefight_type_J,    8913211,          2,          3,        149,          0, 
1603 : freefight_type_K,    8913212,          2,          3,        150,          0, 
1604 : freefight_type_L,    8913213,          2,          3,        151,          0, 
1605 : freefight_type_M,    8913214,          1,          3,        152,          0, 
1606 : freefight_type_O,    8913215,          1,          3,        153,          0, 
1607 : freefight_type_QUEST1,    8913216,          2,          3,        154,          0, 
1608 : freefight_type_QUEST2,    8913217,          2,          3,        155,          0, 
1609 : butsu_attack_type_A,    8913218,          2,          3,          2,          0, 
1610 : butsu_attack_type_B,    8913219,          1,          3,        156,          0, 
1611 : butsu_attack_type_C,    8913220,          2,          3,        157,          0, 
1612 : butsu_attack_type_D,    8913221,          2,          3,        158,          0, 
1613 : butsu_attack_type_E,    8913222,          2,          3,        159,          0, 
1614 : butsu_attack_type_F,    8913223,          2,          3,        160,          0, 
1615 : butsu_attack_type_G,    8913224,          2,          3,        161,          0, 
1616 : butsu_attack_type_H,    8913225,          2,          3,        162,          0, 
1617 : butsu_attack_type_I,    8913226,          2,          3,        163,          0, 
1618 : butsu_attack_type_J,    8913227,          1,          3,        164,          0, 
1619 : butsu_attack_type_K,    8913228,          1,          3,        165,          0, 
1620 : butsu_attack_type_L,    8913229,          2,          3,        166,          0, 
1621 : butsu_attack_type_M,    8913230,          1,          3,        167,          0, 
1622 : butsu_attack_type_O,    8913231,          2,          3,        168,          0, 
1623 : butsu_attack_type_P,    8913232,          1,          3,        169,          0, 
1624 : butsu_attack_type_Q,    8913233,          1,          3,        170,          0, 
1625 : butsu_attack_type_R,    8913234,          1,          3,        171,          0, 
1626 : butsu_attack_type_S,    8913235,          1,          3,        172,          0, 
1627 : butsu_attack_type_T,    8913236,          2,          3,        173,          0, 
1628 : butsu_attack_type_U,    8913237,          1,          3,        174,          0, 
1629 : butsu_attack_type_V,    8913238,          2,          3,        175,          0, 
1630 : butsu_attack_type_W,    8913239,          2,          3,        176,          0, 
1631 : butsu_attack_type_X,    8913240,          1,          3,        177,          0, 
1632 : butsu_attack_type_Y,    8913241,          1,          3,        178,          0, 
