           km_,   km_chara,     km_pay, km_scenario_flag, km_s_numup, km_s_numdown, km_event_flag, km_e_numup, km_e_numdown, km_need_clear_adventure, km_daijinamono, km_btl_lvup, km_btl_lvdown, km_read_only, km_respawn, km_respawn_btlnum, km_respawn_time,   km_ASC_c,   km_ASC_n,   km_ASC_l,   km_CPC_c,   km_CPC_n,   km_CPC_l,   km_ERC_c,   km_ERC_n,   km_ERC_l,   km_VAL_c,   km_VAL_n,   km_VAL_l,   km_RIO_c,   km_RIO_n,   km_RIO_l,   km_BAR_c,   km_BAR_n,   km_BAR_l,   km_GOL_c,   km_GOL_n,   km_GOL_l,   km_MEL_c,   km_MEL_n,   km_MEL_l,   km_NGP_c,   km_NGP_n,   km_NGP_l,   km_UNB_c,   km_UNB_n,   km_UNB_l, 
268 : btl_free_npc,        276,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
269 : btl_free_npc,        277,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
270 : btl_free_npc,        278,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
271 : btl_free_npc,        279,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
272 : btl_free_npc,        280,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
273 : btl_free_npc,        281,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
274 : btl_free_npc,        282,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
275 : btl_free_npc_001,        283,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
276 : btl_free_npc_036,        284,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
277 : btl_free_npc_068,        285,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
278 : btl_free_npc_011,        286,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
279 : btl_free_npc,        287,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
280 : btl_free_npc,        288,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
281 : btl_free_npc_084,        289,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
282 : btl_free_npc,        290,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
283 : btl_free_npc_010,        291,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
284 : btl_free_npc,        292,          0,          0,       5600,          0,         -1,          0,          0,         -1,         -1,         58,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
285 : btl_pc_sibal,        294,      28800,          0,       6100,          0,     103020,          1,          0,         -1,         -1,          0,          0,          1,          1,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
286 : btl_pc_yuniver,        295,      25600,          0,          0,          0,     103018,          1,          0,         -1,         -1,          0,          0,          1,          1,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0, 
287 :     haruko,        296,      24000,          0,       6100,          0,     103002,          1,          0,         -1,         -1,          0,          0,          1,          1,         10,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
288 : duke_of_ghor,        297,      41600,          0,       6100,          0,     103000,          1,          0,         -1,         -1,          0,          0,          1,          1,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
289 : btl_pc_khrynia,        298,      40000,          0,       6100,          0,     103012,          1,          0,         -1,         -1,          0,          0,          1,          1,         10,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
290 : btl_pc_wyngale,        299,      70400,          0,       6100,          0,     103026,          1,          0,         -1,         -1,          0,          0,          1,          1,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
291 : btl_free_npc,        300,       8550,          0,       6100,       6400,         -1,          0,          0,        118,         -1,          0,          0,          1,          1,         20,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0, 
292 : btl_free_npc,        301,       9000,          0,       6100,          0,         -1,          0,          0,        119,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
293 : btl_free_npc,        302,       8790,          0,       6100,       6400,         -1,          0,          0,        118,         -1,          0,          0,          1,          1,         20,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0, 
294 : btl_free_npc,        303,       9480,          0,       6100,          0,         -1,          0,          0,        121,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
295 : btl_free_npc,        304,       8640,          0,       6100,          0,         -1,          0,          0,        165,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
296 : btl_free_npc,        305,       7590,          0,       6100,          0,       3123,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
297 : btl_free_npc,        306,       8360,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          1,          1,         20,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
298 : btl_free_npc,        307,       8520,          0,       6100,          0,       3123,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
299 : btl_free_npc,        308,       8860,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          1,          1,         20,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
300 : btl_free_npc,        309,       9190,          0,       6100,          0,         -1,          0,          0,         -1,        300,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
301 : btl_free_npc,        310,      10640,          0,       6100,          0,       3008,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
302 : btl_free_npc,        311,      11220,          0,       6100,          0,         -1,          0,          0,        119,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0, 
303 : btl_free_npc_091,        312,      10630,          0,       6100,          0,         -1,          0,          0,         -1,        303,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
304 : btl_free_npc_047,        313,      11270,          0,       6100,          0,       3123,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
305 : btl_free_npc_059,        314,      12270,          0,       6100,          0,         -1,          0,          0,        121,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0, 
306 : btl_free_npc_027,        315,      11930,          0,       6100,          0,         -1,          0,          0,        120,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0, 
307 : btl_free_npc_028,        316,      14510,          0,       6100,       6400,         -1,          0,          0,        156,         -1,          0,          0,          1,          1,         20,        120,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
308 : btl_free_npc,        317,       9300,          0,       6100,          0,       3123,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
309 : btl_free_npc,        318,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
310 : btl_free_npc,        319,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
311 : btl_free_npc,        320,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
312 : btl_free_npc,        321,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
313 : btl_free_npc,        322,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
314 : btl_free_npc,        323,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
315 : btl_free_npc,        324,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,         68,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
316 : btl_free_npc,        325,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,         68,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
317 : btl_free_npc,        326,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,         68,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
318 : btl_free_npc_062,        327,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
319 : btl_free_npc,        328,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
320 : btl_free_npc_055,        329,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,         68,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
321 : btl_free_npc_030,        330,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
322 : btl_free_npc,        331,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
323 : btl_free_npc_074,        332,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,          0,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
324 : btl_free_npc_051,        333,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,         68,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
325 : btl_free_npc_094,        334,          0,          0,       6100,          0,         -1,          0,          0,         -1,         -1,         68,          0,          0,          1,         50,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
326 : btl_pc_leucetius,        335,     128000,          0,       6850,          0,         -1,          0,          0,         -1,         -1,         80,          0,          1,          1,          0,        180,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0, 
327 : btl_free_npc,        336,       9950,          0,       6400,          0,         -1,          0,          0,        122,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
328 : btl_free_npc,        337,      10770,          0,       6400,          0,         -1,          0,          0,        122,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
329 : btl_free_npc,        338,      10020,          0,       6400,          0,         -1,          0,          0,        123,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0, 
330 : btl_free_npc,        339,      10440,          0,       6400,          0,         -1,          0,          0,        124,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
331 : btl_free_npc,        340,       8640,          0,       6400,          0,         -1,          0,          0,        125,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
332 : btl_free_npc,        341,       8830,          0,       6400,          0,         -1,          0,          0,        166,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
333 : btl_free_npc,        342,      10040,          0,       6400,          0,         -1,          0,          0,        178,         -1,          0,          0,          1,          1,          0,        120,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
334 : btl_free_npc,        343,       8380,          0,       6400,          0,         -1,          0,          0,         -1,        295,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
335 : btl_free_npc,        344,       8880,          0,       6400,          0,       3120,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
336 : btl_free_npc,        345,       9380,          0,       6400,          0,         -1,          0,          0,        125,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
337 : btl_free_npc,        346,      10050,          0,       6400,          0,         -1,          0,          0,        123,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
338 : btl_free_npc,        347,       9080,          0,       6400,          0,         -1,          0,          0,         -1,         -1,          0,          0,          1,          1,         20,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
339 : btl_free_npc,        348,       9250,          0,       6400,          0,       3123,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
340 : btl_free_npc,        349,       9060,          0,       6400,          0,       3120,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
341 : btl_free_npc_060,        350,       8600,          0,       6400,          0,         -1,          0,          0,         -1,        304,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
342 : btl_free_npc_009,        351,      10340,          0,       6400,          0,         -1,          0,          0,        124,         -1,          0,          0,          1,          1,          0,        120,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0, 
343 : btl_free_npc_081,        352,      11500,          0,       6400,          0,         -1,          0,          0,         -1,        305,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
344 : btl_free_npc_095,        353,      10880,          0,       6400,          0,       3008,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
345 : btl_free_npc_054,        354,      13920,          0,       6400,          0,       3123,      77777,          0,         -1,         -1,          0,          0,          1,          1,         50,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
346 : btl_free_npc,        355,     192000,          0,       6850,          0,       3021,      77777,          0,        134,         -1,          0,          0,          1,          1,          7,         77,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
